"";"X";"seq";"variable";"pid";"coefficient";"level";"value";"revlevel"
"12095";51;11;"LOC";13044;"haar";2;436502,5;5
"12096";52;12;"LOC";13044;"haar";2;460409;5
"12097";53;13;"LOC";13044;"haar";2;572056,5;5
"12098";54;14;"LOC";13044;"haar";2;581431,5;5
"12099";55;15;"LOC";13044;"haar";2;592318,5;5
"12100";56;16;"LOC";13044;"haar";2;512700,5;5
"12101";57;17;"LOC";13044;"haar";2;526574,5;5
"12102";58;18;"LOC";13044;"haar";2;532910,5;5
"12103";59;19;"LOC";13044;"haar";2;544089,5;5
"12104";60;20;"LOC";13044;"haar";2;561134,5;5
"12105";61;1;"LOC";13044;"haar";3;388121,71980514;4
"12106";62;2;"LOC";13044;"haar";3;428994,966631457;4
"12107";63;3;"LOC";13044;"haar";3;461341,919890226;4
"12108";64;4;"LOC";13044;"haar";3;521133,455093798;4
"12109";65;5;"LOC";13044;"haar";3;583201,16702601;4
"12110";66;6;"LOC";13044;"haar";3;634212,203774198;4
"12111";67;7;"LOC";13044;"haar";3;815639,186817308;4
"12112";68;8;"LOC";13044;"haar";3;781366,428239977;4
"12113";69;9;"LOC";13044;"haar";3;749169,028065429;4
"12114";70;10;"LOC";13044;"haar";3;781511,385130121;4
"12115";71;1;"LOC";13044;"haar";4;577788,75;3
"12116";72;2;"LOC";13044;"haar";4;694715;3
"12117";73;3;"LOC";13044;"haar";4;860841,25;3
"12118";74;4;"LOC";13044;"haar";4;1129253,5;3
"12119";75;5;"LOC";13044;"haar";4;1082354,5;3
"12120";1;1;"LOC";13079;"haar";1;283892,766044681;6
"12121";2;2;"LOC";13079;"haar";1;283825,590900468;6
"12122";3;3;"LOC";13079;"haar";1;286748,063227112;6
"12123";4;4;"LOC";13079;"haar";1;289232,129349421;6
"12124";5;5;"LOC";13079;"haar";1;360569,304076207;6
"12125";6;6;"LOC";13079;"haar";1;376892,157013117;6
"12126";7;7;"LOC";13079;"haar";1;393971,614205897;6
"12127";8;8;"LOC";13079;"haar";1;375436,931257435;6
"12128";9;9;"LOC";13079;"haar";1;381911,200945979;6
"12129";10;10;"LOC";13079;"haar";1;385361,174931388;6
"12130";11;11;"LOC";13079;"haar";1;383114,696687559;6
"12131";12;12;"LOC";13079;"haar";1;408844,191134593;6
"12132";13;13;"LOC";13079;"haar";1;409986,875692991;6
"12133";14;14;"LOC";13079;"haar";1;416641,457610738;6
"12134";15;15;"LOC";13079;"haar";1;420396,901725619;6
"12135";16;16;"LOC";13079;"haar";1;435054,518192835;6
"12136";17;17;"LOC";13079;"haar";1;448329,03379605;6
"12137";18;18;"LOC";13079;"haar";1;460770,577611028;6
"12138";19;19;"LOC";13079;"haar";1;469410,008263565;6
"12139";20;20;"LOC";13079;"haar";1;474365,41258612;6
"12140";21;21;"LOC";13079;"haar";1;475221,011791356;6
"12141";22;22;"LOC";13079;"haar";1;476045,498298219;6
"12142";23;23;"LOC";13079;"haar";1;472969,583800058;6
"12143";24;24;"LOC";13079;"haar";1;477268,793029672;6
"12144";25;25;"LOC";13079;"haar";1;484859,58432571;6
"12145";26;26;"LOC";13079;"haar";1;485105,657485563;6
"12146";27;27;"LOC";13079;"haar";1;485408,29918791;6
"12147";28;28;"LOC";13079;"haar";1;485039,189448131;6
"12148";29;29;"LOC";13079;"haar";1;478991,305148643;6
"12149";30;30;"LOC";13079;"haar";1;476792,910165934;6
"12150";31;31;"LOC";13079;"haar";1;477547,39310146;6
"12151";32;32;"LOC";13079;"haar";1;478102,471924691;6
"12152";33;33;"LOC";13079;"haar";1;479727,403307858;6
"12153";34;34;"LOC";13079;"haar";1;480716,645694738;6
"12154";35;35;"LOC";13079;"haar";1;480529,969504504;6
"12155";36;36;"LOC";13079;"haar";1;480283,18923787;6
"12156";37;37;"LOC";13079;"haar";1;480766,850276202;6
"12157";38;38;"LOC";13079;"haar";1;478130,049089157;6
"12158";39;39;"LOC";13079;"haar";1;478130,049089157;6
"12159";40;40;"LOC";13079;"haar";1;478130,049089157;6
"12160";41;41;"LOC";13079;"haar";1;478130,049089157;6
"12161";42;42;"LOC";13079;"haar";1;478130,049089157;6
"12162";43;43;"LOC";13079;"haar";1;478130,049089157;6
"12163";44;44;"LOC";13079;"haar";1;478130,049089157;6
"12164";45;45;"LOC";13079;"haar";1;478130,049089157;6
"12165";46;46;"LOC";13079;"haar";1;478130,049089157;6
"12166";47;47;"LOC";13079;"haar";1;478130,049089157;6
"12167";48;48;"LOC";13079;"haar";1;478130,049089157;6
"12168";49;1;"LOC";13079;"haar";2;401437,5;5
"12169";50;2;"LOC";13079;"haar";2;407279,5;5
"12170";51;3;"LOC";13079;"haar";2;521464;5
"12171";52;4;"LOC";13079;"haar";2;544054;5
"12172";53;5;"LOC";13079;"haar";2;542543,5;5
"12173";54;6;"LOC";13079;"haar";2;559999,5;5
"12174";55;7;"LOC";13079;"haar";2;584514,5;5
"12175";56;8;"LOC";13079;"haar";2;604895,5;5
"12176";57;9;"LOC";13079;"haar";2;642830,5;5
"12177";58;10;"LOC";13079;"haar";2;667350;5
"12178";59;11;"LOC";13079;"haar";2;672647;5
"12179";60;12;"LOC";13079;"haar";2;671920;5
"12180";61;13;"LOC";13079;"haar";2;685869;5
"12181";62;14;"LOC";13079;"haar";2;686210;5
"12182";63;15;"LOC";13079;"haar";2;675841,5;5
"12183";64;16;"LOC";13079;"haar";2;675746,5;5
"12184";65;17;"LOC";13079;"haar";2;679136,5;5
"12185";66;18;"LOC";13079;"haar";2;679397,5;5
"12186";67;19;"LOC";13079;"haar";2;678042,5;5
"12187";68;20;"LOC";13079;"haar";2;676178;5
"12188";69;21;"LOC";13079;"haar";2;676178;5
"12189";70;22;"LOC";13079;"haar";2;676178;5
"12190";71;23;"LOC";13079;"haar";2;676178;5
"12191";72;24;"LOC";13079;"haar";2;676178;5
"12192";73;1;"LOC";13079;"haar";3;571849,274760841;4
"12193";74;2;"LOC";13079;"haar";3;753435,003276328;4
"12194";75;3;"LOC";13079;"haar";3;779615,631849759;4
"12195";76;4;"LOC";13079;"haar";3;841039,876611091;4
"12196";77;5;"LOC";13079;"haar";3;926437,516128381;4
"12197";78;6;"LOC";13079;"haar";3;950752,443459652;4
"12198";79;7;"LOC";13079;"haar";3;970206,365223657;4
"12199";80;8;"LOC";13079;"haar";3;955717,040170363;4
"12200";81;9;"LOC";13079;"haar";3;960628,603872485;4
"12201";82;10;"LOC";13079;"haar";3;957578,498771837;4
"12202";83;11;"LOC";13079;"haar";3;956260,098178314;4
"12203";84;12;"LOC";13079;"haar";3;956260,098178314;4
"12204";85;1;"LOC";13079;"haar";4;937117,5;3
"12205";86;2;"LOC";13079;"haar";4;1145976,5;3
"12206";87;3;"LOC";13079;"haar";4;1327373,75;3
"12207";88;4;"LOC";13079;"haar";4;1361833,5;3
"12208";89;5;"LOC";13079;"haar";4;1356377,25;3
"12209";90;6;"LOC";13079;"haar";4;1352356;3
"12210";91;1;"LOC";13079;"haar";5;1472969,89324901;2
"12211";92;2;"LOC";13079;"haar";5;1901556,68249103;2
"12212";93;3;"LOC";13079;"haar";5;1915363,64950047;2
"12213";1;1;"LOC";13137;"haar";1;8765,29565958844;7
"12214";2;2;"LOC";13137;"haar";1;12683,3743341431;7
"12215";3;3;"LOC";13137;"haar";1;16184,2600077977;7
"12216";4;4;"LOC";13137;"haar";1;19063,5988207893;7
"12217";5;5;"LOC";13137;"haar";1;22756,8175389267;7
"12218";6;6;"LOC";13137;"haar";1;25838,3888913376;7
"12219";7;7;"LOC";13137;"haar";1;29375,3370108327;7
"12220";8;8;"LOC";13137;"haar";1;31774,5503193987;7
"12221";9;9;"LOC";13137;"haar";1;33121,5887375591;7
"12222";10;10;"LOC";13137;"haar";1;33234,0187157677;7
"12223";11;11;"LOC";13137;"haar";1;33234,0187157677;7
"12224";12;12;"LOC";13137;"haar";1;33234,0187157677;7
"12225";13;13;"LOC";13137;"haar";1;33804,6538881853;7
"12226";14;14;"LOC";13137;"haar";1;34631,9688221735;7
"12227";15;15;"LOC";13137;"haar";1;35930,9239792132;7
"12228";16;16;"LOC";13137;"haar";1;36646,516041774;7
"12229";17;17;"LOC";13137;"haar";1;36646,516041774;7
"12230";18;18;"LOC";13137;"haar";1;41673,3381492292;7
"12231";19;19;"LOC";13137;"haar";1;43323,0182697374;7
"12232";20;20;"LOC";13137;"haar";1;43328,6751239869;7
"12233";21;21;"LOC";13137;"haar";1;43324,4324832998;7
"12234";22;22;"LOC";13137;"haar";1;43324,4324832998;7
"12235";23;23;"LOC";13137;"haar";1;43324,4324832998;7
"12236";24;24;"LOC";13137;"haar";1;43324,4324832998;7
"12237";25;25;"LOC";13137;"haar";1;43324,4324832998;7
"12238";26;26;"LOC";13137;"haar";1;43324,4324832998;7
"12239";27;27;"LOC";13137;"haar";1;43324,4324832998;7
"12240";28;28;"LOC";13137;"haar";1;43324,4324832998;7
"12241";29;29;"LOC";13137;"haar";1;43324,4324832998;7
"12242";30;30;"LOC";13137;"haar";1;43324,4324832998;7
"12243";31;31;"LOC";13137;"haar";1;43324,4324832998;7
"12244";32;32;"LOC";13137;"haar";1;43324,4324832998;7
"12245";33;33;"LOC";13137;"haar";1;62719,6643844656;7
"12246";34;34;"LOC";13137;"haar";1;63108,5731141182;7
"12247";35;35;"LOC";13137;"haar";1;81243,7407312096;7
"12248";36;36;"LOC";13137;"haar";1;86768,3660126201;7
"12249";37;37;"LOC";13137;"haar";1;87891,9586879255;7
"12250";38;38;"LOC";13137;"haar";1;88421,5816670342;7
"12251";39;39;"LOC";13137;"haar";1;89813,1678124093;7
"12252";40;40;"LOC";13137;"haar";1;92089,3445410488;7
"12253";41;41;"LOC";13137;"haar";1;129161,538865097;7
"12254";42;42;"LOC";13137;"haar";1;170233,129143537;7
"12255";43;43;"LOC";13137;"haar";1;171633,200570286;7
"12256";44;44;"LOC";13137;"haar";1;171868,667128421;7
"12257";45;45;"LOC";13137;"haar";1;172117,568715399;7
"12258";46;46;"LOC";13137;"haar";1;179018,223792998;7
"12259";47;47;"LOC";13137;"haar";1;180102,925595338;7
"12260";48;48;"LOC";13137;"haar";1;181517,846264493;7
"12261";49;49;"LOC";13137;"haar";1;149681,777655131;7
"12262";50;50;"LOC";13137;"haar";1;119223,15305552;7
"12263";51;51;"LOC";13137;"haar";1;117693,681087814;7
"12264";52;52;"LOC";13137;"haar";1;118245,224377139;7
"12265";53;53;"LOC";13137;"haar";1;118818,687976682;7
"12266";54;54;"LOC";13137;"haar";1;119059,104282285;7
"12267";55;55;"LOC";13137;"haar";1;133543,47958811;7
"12268";56;56;"LOC";13137;"haar";1;145870,472104535;7
"12269";57;57;"LOC";13137;"haar";1;146067,047789705;7
"12270";58;58;"LOC";13137;"haar";1;146979,215537436;7
"12271";59;59;"LOC";13137;"haar";1;147270,543531285;7
"12272";60;60;"LOC";13137;"haar";1;147271,957744847;7
"12273";61;61;"LOC";13137;"haar";1;147286,099880471;7
"12274";62;62;"LOC";13137;"haar";1;147308,727297469;7
"12275";63;63;"LOC";13137;"haar";1;147308,727297469;7
"12276";64;64;"LOC";13137;"haar";1;147308,727297469;7
"12277";65;65;"LOC";13137;"haar";1;147311,555724593;7
"12278";66;66;"LOC";13137;"haar";1;147311,555724593;7
"12279";67;1;"LOC";13137;"haar";2;15166,5;6
"12280";68;2;"LOC";13137;"haar";2;24924;6
"12281";69;3;"LOC";13137;"haar";2;34362;6
"12282";70;4;"LOC";13137;"haar";2;43239,5;6
"12283";71;5;"LOC";13137;"haar";2;46920,5;6
"12284";72;6;"LOC";13137;"haar";2;47000;6
"12285";73;7;"LOC";13137;"haar";2;48392;6
"12286";74;8;"LOC";13137;"haar";2;51320;6
"12287";75;9;"LOC";13137;"haar";2;55380,5;6
"12288";76;10;"LOC";13137;"haar";2;61272;6
"12289";77;11;"LOC";13137;"haar";2;61270;6
"12290";78;12;"LOC";13137;"haar";2;61270;6
"12291";79;13;"LOC";13137;"haar";2;61270;6
"12292";80;14;"LOC";13137;"haar";2;61270;6
"12293";81;15;"LOC";13137;"haar";2;61270;6
"12294";82;16;"LOC";13137;"haar";2;61270;6
"12295";83;17;"LOC";13137;"haar";2;88974;6
"12296";84;18;"LOC";13137;"haar";2;118802,5;6
"12297";85;19;"LOC";13137;"haar";2;124672,5;6
"12298";86;20;"LOC";13137;"haar";2;128624,5;6
"12299";87;21;"LOC";13137;"haar";2;211704;6
"12300";88;22;"LOC";13137;"haar";2;242892,5;6
"12301";89;23;"LOC";13137;"haar";2;248290,5;6
"12302";90;24;"LOC";13137;"haar";2;255704,5;6
"12303";91;25;"LOC";13137;"haar";2;190144,5;6
"12304";92;26;"LOC";13137;"haar";2;166834;6
"12305";93;27;"LOC";13137;"haar";2;168205;6
"12306";94;28;"LOC";13137;"haar";2;197575,5;6
"12307";95;29;"LOC";13137;"haar";2;207215;6
"12308";96;30;"LOC";13137;"haar";2;208273;6
"12309";97;31;"LOC";13137;"haar";2;208310;6
"12310";98;32;"LOC";13137;"haar";2;208326;6
"12311";99;33;"LOC";13137;"haar";2;208330;6
"12312";100;1;"LOC";13137;"haar";3;41921,5326294256;5
"12313";101;2;"LOC";13137;"haar";3;63752,7473917791;5
"12314";102;3;"LOC";13137;"haar";3;67452,3300709471;5
"12315";103;4;"LOC";13137;"haar";3;75448,6471059952;5
"12316";104;5;"LOC";13137;"haar";3;86650,2791801619;5
"12317";105;6;"LOC";13137;"haar";3;86648,8649665995;5
"12318";106;7;"LOC";13137;"haar";3;86648,8649665995;5
"12319";107;8;"LOC";13137;"haar";3;106238,551232592;5
"12320";108;9;"LOC";13137;"haar";3;172162,823549395;5
"12321";109;10;"LOC";13137;"haar";3;240648,590181046;5
"12322";110;11;"LOC";13137;"haar";3;347318,830103552;5
"12323";111;12;"LOC";13137;"haar";3;315262,851285241;5
"12324";112;13;"LOC";13137;"haar";3;236908,34886196;5
"12325";113;14;"LOC";13137;"haar";3;286230,107509893;5
"12326";114;15;"LOC";13137;"haar";3;294568,664227035;5
"12327";115;16;"LOC";13137;"haar";3;294620,283022062;5
"12328";116;1;"LOC";13137;"haar";4;74723;4
"12329";117;2;"LOC";13137;"haar";4;101046,25;4
"12330";118;3;"LOC";13137;"haar";4;122541;4
"12331";119;4;"LOC";13137;"haar";4;136392;4
"12332";120;5;"LOC";13137;"haar";4;291901,75;4
"12333";121;6;"LOC";13137;"haar";4;468516;4
"12334";122;7;"LOC";13137;"haar";4;369914,75;4
"12335";123;8;"LOC";13137;"haar";4;416619,5;4
"12336";124;1;"LOC";13137;"haar";5;124287,628599074;3
"12337";125;2;"LOC";13137;"haar";5;183093,280172976;3
"12338";126;3;"LOC";13137;"haar";5;537696,547559617;3
"12339";127;4;"LOC";13137;"haar";5;556163,701810475;3
"12340";1;1;"LOC";13939;"haar";1;216522,460360352;5
"12341";2;2;"LOC";13939;"haar";1;194187,785569793;5
"12342";3;3;"LOC";13939;"haar";1;208170,822167757;5
"12343";4;4;"LOC";13939;"haar";1;208170,822167757;5
"12344";5;5;"LOC";13939;"haar";1;434691,065307305;5
"12345";6;6;"LOC";13939;"haar";1;434691,065307305;5
"12346";7;7;"LOC";13939;"haar";1;339529,341802001;5
"12347";8;8;"LOC";13939;"haar";1;263219,08508313;5
"12348";9;9;"LOC";13939;"haar";1;185241,470574221;5
"12349";10;10;"LOC";13939;"haar";1;186413,853617428;5
"12350";11;11;"LOC";13939;"haar";1;186763,164367334;5
"12351";12;12;"LOC";13939;"haar";1;186930,748674476;5
"12352";13;13;"LOC";13939;"haar";1;223510,089572037;5
"12353";14;14;"LOC";13939;"haar";1;271388,996832959;5
"12354";15;15;"LOC";13939;"haar";1;283351,829357073;5
"12355";16;16;"LOC";13939;"haar";1;283351,829357073;5
"12356";17;17;"LOC";13939;"haar";1;283351,829357073;5
"12357";18;18;"LOC";13939;"haar";1;283351,829357073;5
"12358";19;19;"LOC";13939;"haar";1;283351,829357073;5
"12359";20;20;"LOC";13939;"haar";1;296645,43684338;5
"12360";21;1;"LOC";13939;"haar";2;290416;4
"12361";22;2;"LOC";13939;"haar";2;294398;4
"12362";23;3;"LOC";13939;"haar";2;614746;4
"12363";24;4;"LOC";13939;"haar";2;426207,5;4
"12364";25;5;"LOC";13939;"haar";2;262800;4
"12365";26;6;"LOC";13939;"haar";2;264241,5;4
"12366";27;7;"LOC";13939;"haar";2;349946,5;4
"12367";28;8;"LOC";13939;"haar";2;400720;4
"12368";29;9;"LOC";13939;"haar";2;400720;4
"12369";30;10;"LOC";13939;"haar";2;410120;4
"12370";31;1;"LOC";13939;"haar";3;413525,945132829;3
"12371";32;2;"LOC";13939;"haar";3;736065,278749871;3
"12372";33;3;"LOC";13939;"haar";3;372674,61861673;3
"12373";34;4;"LOC";13939;"haar";3;530801,372559571;3
"12374";35;5;"LOC";13939;"haar";3;573350,4624573;3
"12375";1;1;"LOC";14564;"haar";1;13138,7511012272;6
"12376";2;2;"LOC";14564;"haar";1;15586,0476709139;6
"12377";3;3;"LOC";14564;"haar";1;20598,0205359641;6
"12378";4;4;"LOC";14564;"haar";1;20863,8926856903;6
"12379";5;5;"LOC";14564;"haar";1;20878,034821314;6
"12380";6;6;"LOC";14564;"haar";1;20878,034821314;6
"12381";7;7;"LOC";14564;"haar";1;20966,4231689623;6
"12382";8;8;"LOC";14564;"haar";1;21054,8115166106;6
"12383";9;9;"LOC";14564;"haar";1;21053,3973030483;6
"12384";10;10;"LOC";14564;"haar";1;21073,1962929215;6
"12385";11;11;"LOC";14564;"haar";1;21098,6521370442;6
"12386";12;12;"LOC";14564;"haar";1;21115,6226997927;6
"12387";13;13;"LOC";14564;"haar";1;21115,6226997927;6
"12388";14;14;"LOC";14564;"haar";1;21115,6226997927;6
"12389";15;15;"LOC";14564;"haar";1;21169,3628151629;6
"12390";16;16;"LOC";14564;"haar";1;21491,8035073839;6
"12391";17;17;"LOC";14564;"haar";1;21549,07915666;6
"12392";18;18;"LOC";14564;"haar";1;21623,3253686846;6
"12393";19;19;"LOC";14564;"haar";1;21623,3253686846;6
"12394";20;20;"LOC";14564;"haar";1;22156,4838816993;6
"12395";21;21;"LOC";14564;"haar";1;22288,005743;6
"12396";22;22;"LOC";14564;"haar";1;22413,16364327;6
"12397";23;23;"LOC";14564;"haar";1;22869,2475171353;6
"12398";24;24;"LOC";14564;"haar";1;22928,644486755;6
"12399";25;25;"LOC";14564;"haar";1;22980,9703885628;6
"12400";26;26;"LOC";14564;"haar";1;20690,6515242996;6
"12401";27;27;"LOC";14564;"haar";1;20389,4240355141;6
"12402";28;28;"LOC";14564;"haar";1;20957,2307808069;6
"12403";29;29;"LOC";14564;"haar";1;25564,7385670184;6
"12404";30;30;"LOC";14564;"haar";1;25808,6904065278;6
"12405";31;31;"LOC";14564;"haar";1;25877,2797643029;6
"12406";32;32;"LOC";14564;"haar";1;26171,4361852765;6
"12407";33;33;"LOC";14564;"haar";1;26594,2860404261;6
"12408";34;34;"LOC";14564;"haar";1;26814,1962493751;6
"12409";35;35;"LOC";14564;"haar";1;27034,1064583241;6
"12410";36;36;"LOC";14564;"haar";1;27049,6628075102;6
"12411";37;37;"LOC";14564;"haar";1;29922,6376594711;6
"12412";38;38;"LOC";14564;"haar";1;29941,7295425632;6
"12413";39;39;"LOC";14564;"haar";1;30245,7854584734;6
"12414";40;40;"LOC";14564;"haar";1;30853,1901835126;6
"12415";41;41;"LOC";14564;"haar";1;30890,6668429155;6
"12416";42;42;"LOC";14564;"haar";1;30914,7084734759;6
"12417";43;43;"LOC";14564;"haar";1;32379,1266173132;6
"12418";44;44;"LOC";14564;"haar";1;33843,5447611505;6
"12419";45;45;"LOC";14564;"haar";1;33843,5447611505;6
"12420";46;46;"LOC";14564;"haar";1;33843,5447611505;6
"12421";47;47;"LOC";14564;"haar";1;33867,5863917109;6
"12422";48;48;"LOC";14564;"haar";1;33895,8706629583;6
"12423";49;1;"LOC";14564;"haar";2;20311,5;5
"12424";50;2;"LOC";14564;"haar";2;29318;5
"12425";51;3;"LOC";14564;"haar";2;29526;5
"12426";52;4;"LOC";14564;"haar";2;29713,5;5
"12427";53;5;"LOC";14564;"haar";2;29788;5
"12428";54;6;"LOC";14564;"haar";2;29850;5
"12429";55;7;"LOC";14564;"haar";2;29862;5
"12430";56;8;"LOC";14564;"haar";2;30166;5
"12431";57;9;"LOC";14564;"haar";2;30527,5;5
"12432";58;10;"LOC";14564;"haar";2;30957;5
"12433";59;11;"LOC";14564;"haar";2;31608,5;5
"12434";60;12;"LOC";14564;"haar";2;32384;5
"12435";61;13;"LOC";14564;"haar";2;30880,5;5
"12436";62;14;"LOC";14564;"haar";2;29236,5;5
"12437";63;15;"LOC";14564;"haar";2;36326,5;5
"12438";64;16;"LOC";14564;"haar";2;36804;5
"12439";65;17;"LOC";14564;"haar";2;37765,5;5
"12440";66;18;"LOC";14564;"haar";2;38243;5
"12441";67;19;"LOC";14564;"haar";2;42330,5;5
"12442";68;20;"LOC";14564;"haar";2;43203,5;5
"12443";69;21;"LOC";14564;"haar";2;43703;5
"12444";70;22;"LOC";14564;"haar";2;46826,5;5
"12445";71;23;"LOC";14564;"haar";2;47862;5
"12446";72;24;"LOC";14564;"haar";2;47916;5
"12447";73;1;"LOC";14564;"haar";3;35093,3559968977;4
"12448";74;2;"LOC";14564;"haar";3;41888,6521641005;4
"12449";75;3;"LOC";14564;"haar";3;42170,4342164033;4
"12450";76;4;"LOC";14564;"haar";3;42446,2058610661;4
"12451";77;5;"LOC";14564;"haar";3;43476,1068878643;4
"12452";78;6;"LOC";14564;"haar";3;45249,5306950801;4
"12453";79;7;"LOC";14564;"haar";3;42509,1383645917;4
"12454";80;8;"LOC";14564;"haar";3;51711,0724615628;4
"12455";81;9;"LOC";14564;"haar";3;53746,1257778177;4
"12456";82;10;"LOC";14564;"haar";3;60481,6714220101;4
"12457";83;11;"LOC";14564;"haar";3;64014,0233474275;4
"12458";84;12;"LOC";14564;"haar";3;67725,2732884851;4
"12459";85;1;"LOC";14564;"haar";4;54434,5;3
"12460";86;2;"LOC";14564;"haar";4;59833;3
"12461";87;3;"LOC";14564;"haar";4;62738,5;3
"12462";88;4;"LOC";14564;"haar";4;66623,75;3
"12463";89;5;"LOC";14564;"haar";4;80771,25;3
"12464";90;6;"LOC";14564;"haar";4;93153,75;3
"12465";91;1;"LOC";14564;"haar";5;80799,3241192338;2
"12466";92;2;"LOC";14564;"haar";5;91472,9242045494;2
"12467";93;3;"LOC";14564;"haar";5;122983,54691787;2
"12468";1;1;"LOC";14886;"haar";1;31201,7938266376;7
"12469";2;2;"LOC";14886;"haar";1;50572,9840972431;7
"12470";3;3;"LOC";14886;"haar";1;43576,1624974022;7
"12471";4;4;"LOC";14886;"haar";1;44003,96210002;7
"12472";5;5;"LOC";14886;"haar";1;50658,5440177666;7
"12473";6;6;"LOC";14886;"haar";1;51345,1447022988;7
"12474";7;7;"LOC";14886;"haar";1;54469,8495683621;7
"12475";8;8;"LOC";14886;"haar";1;55569,4006131072;7
"12476";9;9;"LOC";14886;"haar";1;59877,8022308768;7
"12477";10;10;"LOC";14886;"haar";1;66684,4121065785;7
"12478";11;11;"LOC";14886;"haar";1;75284,2447793693;7
"12479";12;12;"LOC";14886;"haar";1;89149,9016516563;7
"12480";13;13;"LOC";14886;"haar";1;93874,0820567637;7
"12481";14;14;"LOC";14886;"haar";1;100824,234609046;7
"12482";15;15;"LOC";14886;"haar";1;105315,069776362;7
"12483";16;16;"LOC";14886;"haar";1;107799,843005452;7
"12484";17;17;"LOC";14886;"haar";1;109814,390225052;7
"12485";18;18;"LOC";14886;"haar";1;112338,761433888;7
"12486";19;19;"LOC";14886;"haar";1;115359,521603117;7
"12487";20;20;"LOC";14886;"haar";1;119881,469468805;7
"12488";21;21;"LOC";14886;"haar";1;123938,848179253;7
"12489";22;22;"LOC";14886;"haar";1;133846,121290458;7
"12490";23;23;"LOC";14886;"haar";1;137285,488674149;7
"12491";24;24;"LOC";14886;"haar";1;142371,000644443;7
"12492";25;25;"LOC";14886;"haar";1;147572,478126851;7
"12493";26;26;"LOC";14886;"haar";1;146665,96723337;7
"12494";27;27;"LOC";14886;"haar";1;149153,568889584;7
"12495";28;28;"LOC";14886;"haar";1;153809,159936917;7
"12496";29;29;"LOC";14886;"haar";1;155390,957806431;7
"12497";30;30;"LOC";14886;"haar";1;155919,166571977;7
"12498";31;31;"LOC";14886;"haar";1;156434,647415462;7
"12499";32;32;"LOC";14886;"haar";1;157269,033417262;7
"12500";33;33;"LOC";14886;"haar";1;158724,259172944;7
"12501";34;34;"LOC";14886;"haar";1;158893,964800429;7
"12502";35;35;"LOC";14886;"haar";1;159886,035614434;7
"12503";36;36;"LOC";14886;"haar";1;160632,033268586;7
"12504";37;37;"LOC";14886;"haar";1;160634,86169571;7
"12505";38;38;"LOC";14886;"haar";1;160637,690122835;7
"12506";39;39;"LOC";14886;"haar";1;165576,123882642;7
"12507";40;40;"LOC";14886;"haar";1;167454,199493473;7
"12508";41;41;"LOC";14886;"haar";1;167454,199493473;7
"12509";42;42;"LOC";14886;"haar";1;167454,199493473;7
"12510";43;43;"LOC";14886;"haar";1;175803,009258943;7
"12511";44;44;"LOC";14886;"haar";1;184455,874940323;7
"12512";45;45;"LOC";14886;"haar";1;184508,907948912;7
"12513";46;46;"LOC";14886;"haar";1;184771,951671513;7
"12514";47;47;"LOC";14886;"haar";1;184914,080134532;7
"12515";48;48;"LOC";14886;"haar";1;184914,080134532;7
"12516";49;49;"LOC";14886;"haar";1;184914,080134532;7
"12517";50;50;"LOC";14886;"haar";1;184914,080134532;7
"12518";51;51;"LOC";14886;"haar";1;185804,327572045;7
"12519";52;52;"LOC";14886;"haar";1;186571,538429633;7
"12520";53;53;"LOC";14886;"haar";1;189556,943259803;7
"12521";54;54;"LOC";14886;"haar";1;189556,943259803;7
"12522";55;55;"LOC";14886;"haar";1;189556,943259803;7
"12523";56;56;"LOC";14886;"haar";1;189556,943259803;7
"12524";57;57;"LOC";14886;"haar";1;189602,90520058;7
"12525";58;58;"LOC";14886;"haar";1;190536,993258527;7
"12526";59;59;"LOC";14886;"haar";1;190536,993258527;7
"12527";60;60;"LOC";14886;"haar";1;190735,69026404;7
"12528";61;61;"LOC";14886;"haar";1;190807,10804894;7
"12529";62;62;"LOC";14886;"haar";1;192849,939539788;7
"12530";63;63;"LOC";14886;"haar";1;197714,127087571;7
"12531";64;64;"LOC";14886;"haar";1;197849,184482777;7
"12532";65;65;"LOC";14886;"haar";1;201014,901542149;7
"12533";66;66;"LOC";14886;"haar";1;201080,6624728;7
"12534";67;67;"LOC";14886;"haar";1;201487,955978763;7
"12535";68;68;"LOC";14886;"haar";1;202362,647067091;7
"12536";69;69;"LOC";14886;"haar";1;186752,557765617;7
"12537";70;70;"LOC";14886;"haar";1;184939,535978654;7
"12538";71;71;"LOC";14886;"haar";1;185607,044780094;7
"12539";72;72;"LOC";14886;"haar";1;185114,898460389;7
"12540";73;73;"LOC";14886;"haar";1;184573,254666;7
"12541";74;1;"LOC";14886;"haar";2;66573,5;6
"12542";75;2;"LOC";14886;"haar";2;66936,5;6
"12543";76;3;"LOC";14886;"haar";2;74822,5;6
"12544";77;4;"LOC";14886;"haar";2;81633,5;6
"12545";78;5;"LOC";14886;"haar";2;100387;6
"12546";79;6;"LOC";14886;"haar";2;129417,5;6
"12547";80;7;"LOC";14886;"haar";2;145762,5;6
"12548";81;8;"LOC";14886;"haar";2;153876,5;6
"12549";82;9;"LOC";14886;"haar";2;161007;6
"12550";83;10;"LOC";14886;"haar";2;172407;6
"12551";84;11;"LOC";14886;"haar";2;191719;6
"12552";85;12;"LOC";14886;"haar";2;205021;6
"12553";86;13;"LOC";14886;"haar";2;209176;6
