Time col;Variable;pid0;pid0 revlevel;pid0 startseq;pid;pid revlevel;pid startseq;length;Max. deviation;Seq;a0;b0
Date;Cumulative.LOC.Churn;15;5;18;15;6;51;4;3,676845e-06;867929,8-868092,0-868104,5-868112,0;0,5287008;518737,8
Date;Cumulative.LOC.Churn;15;5;19;15;6;3;4;0,001066265;868092,0-868104,5-868112,0-868112,0;0,1198486;861070,6
Date;Cumulative.LOC.Churn;15;5;19;15;6;21;4;0,0008698708;868092,0-868104,5-868112,0-868112,0;0,01956577;859482,5
Date;Cumulative.LOC.Churn;15;5;19;15;6;27;4;0,003030128;868092,0-868104,5-868112,0-868112,0;0,005068139;865629,4
Date;Cumulative.LOC.Churn;15;5;19;15;6;35;4;0,0001875377;868092,0-868104,5-868112,0-868112,0;0,05982291;831383,8
Date;Cumulative.LOC.Churn;15;5;19;15;6;36;4;1,002198e-05;868092,0-868104,5-868112,0-868112,0;1,21915;119749,3
Date;Cumulative.LOC.Churn;15;5;19;15;6;38;4;3,455775e-05;868092,0-868104,5-868112,0-868112,0;3,535534;-1302138
Date;Cumulative.LOC.Churn;15;5;19;15;6;39;4;1,036733e-05;868092,0-868104,5-868112,0-868112,0;1,178511;144677,8
Date;Cumulative.LOC.Churn;15;5;19;15;6;50;4;7,790162e-05;868092,0-868104,5-868112,0-868112,0;0,02711299;850197,1
Date;Cumulative.LOC.Churn;15;5;19;15;6;51;4;0,0002465458;868092,0-868104,5-868112,0-868112,0;0,04073196;841189,7
Date;Cumulative.LOC.Churn;15;5;23;15;6;2;4;0,001777108;913794,2-933396,0-933396,0-934265,0;9,050297;403179,2
Date;Cumulative.LOC.Churn;15;5;23;15;6;2;5;0,001777108;913794,2-933396,0-933396,0-934265,0-934524,2;9,050297;403179,2
Date;Cumulative.LOC.Churn;15;5;23;15;6;3;4;0,0009301429;913794,2-933396,0-933396,0-934265,0;187,9394;-10096741
Date;Cumulative.LOC.Churn;15;5;23;15;6;3;5;0,002632213;913794,2-933396,0-933396,0-934265,0-934524,2;187,9394;-10096741
Date;Cumulative.LOC.Churn;15;5;23;15;6;20;4;0,001596527;913794,2-933396,0-933396,0-934265,0;2,332539;-92984,75
Date;Cumulative.LOC.Churn;15;5;23;15;6;20;5;0,001596527;913794,2-933396,0-933396,0-934265,0-934524,2;2,332539;-92984,75
Date;Cumulative.LOC.Churn;15;5;23;15;6;21;4;0,0009301429;913794,2-933396,0-933396,0-934265,0;30,68186;-12587060
