;pid;max.revlevel;dead.count;deads
8974;84878;4;10;4007|12053|12547|15700|41745|155830|322065|307140|325178|360279
8975;84878;5;10;4007|12053|12547|15700|41745|155830|322065|307140|325178|360279
9014;84878;4;6;4007|12053|12547|155830|307140|325178
9120;84878;5;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9121;84878;5;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9303;84878;4;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9410;84878;4;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9462;84878;4;10;4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
9584;84878;4;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9666;84878;4;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9719;84878;4;10;4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
9798;84878;5;9;4614|11389|12053|41745|155830|322065|307140|325178|360279
9808;84878;5;8;4614|11389|12053|41745|155830|322065|307140|325178
9872;84878;4;3;4614|11389|360279
9939;84878;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9999;84878;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10000;84878;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10046;84878;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10131;84878;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10158;84878;4;9;11389|12053|15700|41745|155830|322065|307140|325178|360279
10202;84878;4;8;11389|12053|12547|15700|41745|155830|307140|325178
10226;84878;5;8;11389|12053|12547|15700|41745|155830|307140|325178
10241;84878;5;8;11389|12053|12547|15700|41745|155830|307140|325178
10399;84878;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10480;84878;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10540;84878;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10541;84878;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10587;84878;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10656;84878;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10681;84878;4;9;11389|12053|15700|41745|155830|322065|307140|325178|360279
10775;84878;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10776;84878;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10872;84878;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10873;84878;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10874;84878;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10948;84878;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10949;84878;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10950;84878;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11038;84878;5;8;11389|12053|41745|155830|322065|307140|325178|360279
11052;84878;5;7;11389|12053|41745|155830|322065|307140|325178
11093;84878;5;8;11389|12053|41745|155830|322065|307140|325178|360279
11100;84878;5;7;11389|12053|41745|155830|322065|307140|325178
11158;84878;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11242;84878;5;8;11389|12053|41745|155830|322065|307140|325178|360279
11265;84878;5;7;11389|12053|41745|155830|322065|307140|325178
11293;84878;5;7;11389|12053|41745|322065|307140|325178|360279
11294;84878;5;7;11389|12053|41745|322065|307140|325178|360279
11308;84878;5;6;11389|12053|41745|307140|325178|360279
11403;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11577;84878;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11578;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11815;84878;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11816;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11817;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11886;84878;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11887;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11888;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12002;84878;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12003;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12211;84878;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12212;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12286;84878;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12287;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12417;84878;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12418;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12461;84878;4;4;12053|12547|307140|325178
12539;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12540;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12697;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12698;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12755;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12756;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12830;84878;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12831;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12832;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12901;84878;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12902;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12903;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12951;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
13046;84878;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
13278;84878;5;7;12053|41745|155830|322065|307140|325178|360279
13337;84878;5;6;12053|41745|155830|322065|307140|325178
13441;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13490;84878;4;3;12547|15700|325178
13535;84878;4;7;12547|15700|41745|155830|322065|307140|325178
13536;84878;5;7;12547|15700|41745|155830|322065|307140|325178
13607;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13682;84878;4;8;12547|15700|41745|155830|322065|307140|325178|360279
13683;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13789;84878;4;8;12547|15700|41745|155830|322065|307140|325178|360279
13790;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13875;84878;4;8;12547|15700|41745|155830|322065|307140|325178|360279
13967;84878;4;8;12547|15700|41745|155830|322065|307140|325178|360279
13968;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14082;84878;4;8;12547|15700|41745|155830|322065|307140|325178|360279
14083;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14218;84878;4;6;12547|15700|41745|155830|307140|325178
14219;84878;5;6;12547|15700|41745|155830|307140|325178
14259;84878;5;7;12547|15700|41745|155830|322065|307140|325178
14260;84878;5;7;12547|15700|41745|155830|322065|307140|325178
14278;84878;5;6;12547|15700|41745|155830|307140|325178
14318;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14319;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14375;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14376;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14406;84878;5;4;12547|41745|307140|325178
14407;84878;5;4;12547|41745|307140|325178
14435;84878;5;6;12547|15700|41745|322065|307140|325178
14436;84878;5;6;12547|15700|41745|322065|307140|325178
14487;84878;4;8;12547|15700|41745|155830|322065|307140|325178|360279
14488;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14538;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14539;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14581;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14582;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14645;84878;4;8;12547|15700|41745|155830|322065|307140|325178|360279
14646;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14647;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14725;84878;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14843;84878;5;7;15700|41745|155830|322065|307140|325178|360279
14973;84878;5;7;15700|41745|155830|322065|307140|325178|360279
15055;84878;4;7;15700|41745|155830|322065|307140|325178|360279
15056;84878;5;7;15700|41745|155830|322065|307140|325178|360279
15155;84878;4;7;15700|41745|155830|322065|307140|325178|360279
15156;84878;5;7;15700|41745|155830|322065|307140|325178|360279
15269;84878;5;7;15700|41745|155830|322065|307140|325178|360279
15357;84878;5;7;15700|41745|155830|322065|307140|325178|360279
15358;84878;5;7;15700|41745|155830|322065|307140|325178|360279
15442;84878;4;7;15700|41745|155830|322065|307140|325178|360279
15443;84878;5;7;15700|41745|155830|322065|307140|325178|360279
15444;84878;5;7;15700|41745|155830|322065|307140|325178|360279
15496;84878;4;5;15700|41745|155830|307140|325178
15580;84878;5;7;15700|41745|155830|322065|307140|325178|360279
15644;84878;4;6;41745|155830|322065|307140|325178|360279
15656;84878;4;6;41745|155830|322065|307140|325178|360279
15679;84878;4;6;41745|155830|322065|307140|325178|360279
15680;84878;5;6;41745|155830|322065|307140|325178|360279
15730;84878;4;6;41745|155830|322065|307140|325178|360279
15742;84878;4;6;41745|155830|322065|307140|325178|360279
15764;84878;4;6;41745|155830|322065|307140|325178|360279
15765;84878;5;6;41745|155830|322065|307140|325178|360279
15811;84878;4;6;41745|155830|322065|307140|325178|360279
15812;84878;5;6;41745|155830|322065|307140|325178|360279
15859;84878;4;6;41745|155830|322065|307140|325178|360279
15860;84878;5;6;41745|155830|322065|307140|325178|360279
15861;84878;5;6;41745|155830|322065|307140|325178|360279
15897;84878;4;6;41745|155830|322065|307140|325178|360279
15898;84878;5;6;41745|155830|322065|307140|325178|360279
15899;84878;5;6;41745|155830|322065|307140|325178|360279
15927;84878;5;6;41745|155830|322065|307140|325178|360279
15928;84878;5;6;41745|155830|322065|307140|325178|360279
15954;84878;5;6;41745|155830|322065|307140|325178|360279
15955;84878;5;6;41745|155830|322065|307140|325178|360279
15986;84878;5;5;41745|155830|307140|325178|360279
15992;84878;5;4;41745|155830|307140|325178
16001;84878;5;6;41745|155830|322065|307140|325178|360279
16050;84878;4;6;41745|155830|322065|307140|325178|360279
16063;84878;4;6;41745|155830|322065|307140|325178|360279
16090;84878;4;6;41745|155830|322065|307140|325178|360279
16091;84878;5;6;41745|155830|322065|307140|325178|360279
16138;84878;4;6;41745|155830|322065|307140|325178|360279
16139;84878;5;6;41745|155830|322065|307140|325178|360279
16140;84878;5;6;41745|155830|322065|307140|325178|360279
16176;84878;4;6;41745|155830|322065|307140|325178|360279
16177;84878;5;6;41745|155830|322065|307140|325178|360279
16178;84878;5;6;41745|155830|322065|307140|325178|360279
16213;84878;5;6;41745|155830|322065|307140|325178|360279
16219;84878;5;5;41745|155830|322065|307140|325178
16228;84878;5;6;41745|155830|322065|307140|325178|360279
16270;84878;5;6;41745|155830|322065|307140|325178|360279
16285;84878;5;5;41745|155830|322065|307140|325178
141;89461;4;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
716;89461;4;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
914;89461;4;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1724;89461;4;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2198;89461;4;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3078;89461;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3268;89461;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3477;89461;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4728;89461;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5090;89461;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5889;89461;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6171;89461;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6698;89461;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8616;89461;4;12;4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9940;89461;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10095;89461;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10400;89461;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10481;89461;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10777;89461;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11404;89461;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11579;89461;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12066;89461;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12419;89461;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
13442;89461;4;8;12547|15700|41745|155830|322065|307140|325178|360279
13482;89461;4;5;12547|15700|155830|322065|307140
13791;89461;4;8;12547|15700|41745|155830|322065|307140|325178|360279
13969;89461;4;8;12547|15700|41745|155830|322065|307140|325178|360279
14084;89461;4;8;12547|15700|41745|155830|322065|307140|325178|360279
14844;89461;4;7;15700|41745|155830|322065|307140|325178|360279
15057;89461;4;7;15700|41745|155830|322065|307140|325178|360279
15157;89461;4;7;15700|41745|155830|322065|307140|325178|360279
15813;89461;4;6;41745|155830|322065|307140|325178|360279
16092;89461;4;6;41745|155830|322065|307140|325178|360279
5506;116294;5;7;3085|4007|12053|41745|155830|307140|325178
6902;116294;5;5;3085|4007|12053|307140|325178
8149;116294;5;4;3085|12547|307140|325178
14220;116294;5;6;12547|15700|41745|155830|307140|325178
14765;116294;3;2;12547|307140
14880;116294;5;4;15700|155830|307140|325178
810;132021;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
991;132021;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1053;132021;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1725;132021;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2018;132021;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2199;132021;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2333;132021;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2360;132021;6;1;587571
2514;132021;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2666;132021;6;12;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178
2815;132021;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3079;132021;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3269;132021;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3478;132021;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3615;132021;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3721;132021;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3980;132021;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4120;132021;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4347;132021;5;6;3085|12053|12547|15700|307140|325178
4493;132021;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4580;132021;6;10;3085|11389|12053|12547|15700|41745|322065|307140|325178|360279
4603;132021;4;3;3085|4007|307140
4795;132021;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4925;132021;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4926;132021;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5091;132021;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5213;132021;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
