;pid;max.revlevel;dead.count;deads
15126;31992;3;7;15700|41745|155830|322065|307140|325178|360279
15127;31992;4;7;15700|41745|155830|322065|307140|325178|360279
15197;31992;4;7;15700|41745|155830|322065|307140|325178|360279
15262;31992;4;7;15700|41745|155830|322065|307140|325178|360279
15343;31992;4;7;15700|41745|155830|322065|307140|325178|360279
15424;31992;4;7;15700|41745|155830|322065|307140|325178|360279
15600;31992;3;3;15700|155830|360279
15616;31992;4;1;15700
15618;31992;4;1;15700
7083;34435;5;9;3085|4007|12053|12547|15700|41745|155830|307140|325178
8838;34435;5;3;4007|307140|325178
9011;34435;5;6;4007|12053|12547|155830|307140|325178
9228;34435;5;1;4007
11669;34435;5;4;12053|12547|307140|325178
11674;34435;5;1;12053
12458;34435;5;4;12053|12547|307140|325178
13169;34435;4;3;12053|307140|325178
13207;34435;5;2;12053|12547
13208;34435;5;2;12053|12547
13362;34435;4;4;12053|15700|41745|325178
13523;34435;5;7;12547|15700|41745|155830|322065|307140|325178
13592;34435;3;8;12547|15700|41745|155830|322065|307140|325178|360279
14770;34435;5;3;12547|307140|325178
14771;34435;5;3;12547|307140|325178
14789;34435;5;1;12547
423;34455;6;1;589515
799;34455;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
982;34455;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1702;34455;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2002;34455;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2175;34455;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2318;34455;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2804;34455;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3049;34455;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3050;34455;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3245;34455;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3448;34455;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3449;34455;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3601;34455;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3710;34455;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3960;34455;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3961;34455;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4105;34455;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4422;34455;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4489;34455;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4570;34455;6;10;3085|11389|12053|12547|15700|41745|322065|307140|325178|360279
4600;34455;5;3;3085|4007|307140
4788;34455;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4909;34455;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5067;34455;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5198;34455;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5424;34455;5;7;3085|12053|41745|155830|307140|325178|360279
5499;34455;4;7;3085|4007|12053|41745|155830|307140|325178
5553;34455;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5729;34455;4;4;3085|12547|322065|325178
5774;34455;5;1;3085
6042;34455;6;11;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178
6242;34455;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6394;34455;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6395;34455;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6513;34455;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6673;34455;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6827;34455;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6898;34455;4;5;3085|4007|12053|307140|325178
6996;34455;6;10;3085|4007|11389|12053|12547|15700|41745|155830|307140|325178
7084;34455;6;9;3085|4007|12053|12547|15700|41745|155830|307140|325178
7143;34455;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7313;34455;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7522;34455;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7780;34455;6;8;3085|11389|12053|12547|15700|41745|325178|360279
7955;34455;6;3;3085|15700|360279
7967;34455;6;3;3085|15700|360279
8014;34455;6;3;3085|307140|325178
8029;34455;6;3;3085|307140|325178
8306;34455;5;4;4007|155830|307140|325178
8383;34455;5;4;4007|15700|41745|325178
8437;34455;6;6;4007|12053|41745|155830|307140|325178
8527;34455;6;7;4007|12053|12547|41745|155830|307140|325178
8608;34455;5;12;4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8668;34455;6;12;4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8767;34455;6;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8963;34455;6;10;4007|12053|12547|15700|41745|155830|322065|307140|325178|360279
9111;34455;6;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9990;34455;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10039;34455;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10197;34455;6;8;11389|12053|12547|15700|41745|155830|307140|325178
10379;34455;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10531;34455;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10580;34455;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10750;34455;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10751;34455;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10856;34455;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10857;34455;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10936;34455;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11550;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11551;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11798;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11799;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11874;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11907;34455;4;2;12053|12547
11913;34455;6;1;12053
11983;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11984;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12057;34455;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12195;34455;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12196;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12273;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12390;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12391;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12531;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12685;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12813;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12814;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12889;34455;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
13170;34455;4;3;12053|307140|325178
13190;34455;5;6;12053|41745|155830|307140|325178|360279
13286;34455;4;2;12053|325178
13289;34455;5;2;12053|155830
13381;34455;5;1;12053
13472;34455;6;1;12547
13524;34455;6;7;12547|15700|41745|155830|322065|307140|325178
13593;34455;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13594;34455;6;8;12547|15700|41745|155830|322065|307140|325178|360279
13667;34455;6;8;12547|15700|41745|155830|322065|307140|325178|360279
13768;34455;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13769;34455;6;8;12547|15700|41745|155830|322065|307140|325178|360279
13944;34455;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14060;34455;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14144;34455;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14174;34455;6;5;12547|15700|155830|322065|307140
14209;34455;5;6;12547|15700|41745|155830|307140|325178
14210;34455;6;6;12547|15700|41745|155830|307140|325178
14312;34455;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14477;34455;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14478;34455;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14632;34455;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14683;34455;4;2;12547|325178
14718;34455;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14831;34455;5;7;15700|41745|155830|322065|307140|325178|360279
14878;34455;5;4;15700|155830|307140|325178
14886;34455;5;4;15700|155830|307140|325178
14961;34455;5;7;15700|41745|155830|322065|307140|325178|360279
15033;34455;6;7;15700|41745|155830|322065|307140|325178|360279
15128;34455;6;7;15700|41745|155830|322065|307140|325178|360279
15129;34455;6;7;15700|41745|155830|322065|307140|325178|360279
15223;34455;6;5;15700|41745|322065|325178|360279
15263;34455;6;7;15700|41745|155830|322065|307140|325178|360279
15295;34455;6;7;15700|41745|155830|322065|307140|325178|360279
15344;34455;6;7;15700|41745|155830|322065|307140|325178|360279
15425;34455;6;7;15700|41745|155830|322065|307140|325178|360279
15426;34455;6;7;15700|41745|155830|322065|307140|325178|360279
15477;34455;6;2;15700|360279
15492;34455;6;5;15700|41745|155830|307140|325178
15570;34455;6;7;15700|41745|155830|322065|307140|325178|360279
15604;34455;6;2;15700|360279
132;35799;4;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
245;35799;4;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
371;35799;5;17;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
397;35799;5;15;589515|586805|587198|587571|588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
471;35799;4;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
510;35799;4;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
702;35799;4;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
904;35799;4;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1047;35799;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1088;35799;5;15;587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1511;35799;4;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1704;35799;4;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1705;35799;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1706;35799;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2003;35799;5;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2004;35799;5;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2177;35799;4;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2178;35799;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2179;35799;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2320;35799;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2388;35799;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2410;35799;5;13;587571|588411|3085|4614|11389|12053|12547|41745|155830|322065|307140|325178|360279
2505;35799;5;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2594;35799;6;13;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2660;35799;6;12;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178
2725;35799;6;11;587571|588411|3085|11389|12053|12547|41745|155830|322065|307140|325178
2805;35799;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2881;35799;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2882;35799;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3053;35799;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3054;35799;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3055;35799;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3056;35799;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3247;35799;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3248;35799;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3249;35799;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3452;35799;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3453;35799;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3454;35799;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3455;35799;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3711;35799;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3785;35799;5;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3786;35799;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3831;35799;6;11;588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
3963;35799;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4106;35799;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4107;35799;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4207;35799;5;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4208;35799;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4209;35799;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4309;35799;6;11;588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
4342;35799;5;6;3085|12053|12547|15700|307140|325178
4510;35799;5;4;3085|12547|15700|307140
4571;35799;5;10;3085|11389|12053|12547|15700|41745|322065|307140|325178|360279
4572;35799;5;10;3085|11389|12053|12547|15700|41745|322065|307140|325178|360279
4573;35799;6;10;3085|11389|12053|12547|15700|41745|322065|307140|325178|360279
4646;35799;5;7;3085|4007|12053|12547|41745|307140|360279
4720;35799;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4910;35799;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4911;35799;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5069;35799;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5070;35799;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5071;35799;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5200;35799;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5365;35799;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5500;35799;5;7;3085|4007|12053|41745|155830|307140|325178
5580;35799;6;10;3085|11389|12053|15700|41745|155830|322065|307140|325178|360279
5686;35799;6;11;3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5791;35799;5;3;3085|12547|307140
5880;35799;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6044;35799;5;11;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178
6045;35799;5;11;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178
6046;35799;6;11;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178
6158;35799;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6397;35799;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6398;35799;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6676;35799;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6677;35799;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6678;35799;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6679;35799;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6829;35799;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6900;35799;5;5;3085|4007|12053|307140|325178
6955;35799;6;5;3085|11389|15700|307140|325178
6997;35799;5;10;3085|4007|11389|12053|12547|15700|41745|155830|307140|325178
6998;35799;5;10;3085|4007|11389|12053|12547|15700|41745|155830|307140|325178
6999;35799;6;10;3085|4007|11389|12053|12547|15700|41745|155830|307140|325178
7085;35799;5;9;3085|4007|12053|12547|15700|41745|155830|307140|325178
7086;35799;5;9;3085|4007|12053|12547|15700|41745|155830|307140|325178
7144;35799;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7178;35799;5;12;3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7179;35799;6;12;3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7375;35799;6;11;3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7412;35799;6;9;3085|11389|12053|41745|155830|322065|307140|325178|360279
7523;35799;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7524;35799;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7612;35799;5;12;3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7613;35799;6;12;3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7614;35799;6;12;3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7669;35799;6;10;3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
7735;35799;4;10;3085|4007|11389|12547|15700|155830|322065|307140|325178|360279
7781;35799;6;8;3085|11389|12053|12547|15700|41745|325178|360279
7930;35799;5;4;3085|4007|12547|307140
7956;35799;6;3;3085|15700|360279
8148;35799;6;4;3085|12547|307140|325178
8154;35799;6;2;3085|307140
8354;35799;6;3;4007|322065|325178
8438;35799;5;6;4007|12053|41745|155830|307140|325178
8528;35799;5;7;4007|12053|12547|41745|155830|307140|325178
8529;35799;5;7;4007|12053|12547|41745|155830|307140|325178
8769;35799;5;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8770;35799;5;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8875;35799;5;7;4007|12053|12547|41745|155830|307140|325178
8964;35799;5;10;4007|12053|12547|15700|41745|155830|322065|307140|325178|360279
8965;35799;5;10;4007|12053|12547|15700|41745|155830|322065|307140|325178|360279
9259;35799;4;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9366;35799;4;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9458;35799;5;10;4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
9476;35799;5;9;4614|11389|12053|41745|155830|322065|307140|325178|360279
9553;35799;4;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9620;35799;4;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9715;35799;5;10;4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
9732;35799;5;9;4614|11389|12053|41745|155830|322065|307140|325178|360279
9839;35799;6;5;4614|12053|41745|155830|307140
9841;35799;6;5;4614|12053|41745|155830|307140
9878;35799;4;6;11389|12547|15700|322065|307140|325178
9924;35799;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9925;35799;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10040;35799;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10086;35799;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10153;35799;5;9;11389|12053|15700|41745|155830|322065|307140|325178|360279
10198;35799;5;8;11389|12053|12547|15700|41745|155830|307140|325178
10199;35799;6;8;11389|12053|12547|15700|41745|155830|307140|325178
10224;35799;5;8;11389|12053|12547|15700|41745|155830|307140|325178
10381;35799;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10382;35799;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10383;35799;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10465;35799;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10466;35799;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10581;35799;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10619;35799;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10677;35799;5;9;11389|12053|15700|41745|155830|322065|307140|325178|360279
10754;35799;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10755;35799;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10756;35799;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10757;35799;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10859;35799;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10937;35799;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10938;35799;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10983;35799;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10984;35799;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11003;35799;6;8;11389|12053|41745|155830|322065|307140|325178|360279
11069;35799;5;8;11389|12053|41745|155830|322065|307140|325178|360279
11149;35799;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11150;35799;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11151;35799;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11185;35799;6;8;11389|12053|41745|155830|322065|307140|325178|360279
11290;35799;5;7;11389|12053|41745|322065|307140|325178|360279
11389;35799;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11554;35799;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11555;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11556;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11557;35799;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11655;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11704;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11801;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11875;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11876;35799;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11986;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11987;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11988;35799;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12198;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12199;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12276;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12277;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12394;35799;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12395;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12396;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12397;35799;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12473;35799;5;4;12053|155830|307140|325178
12489;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12588;35799;5;8;12053|15700|41745|155830|322065|307140|325178|360279
12598;35799;5;7;12053|41745|155830|322065|307140|325178|360279
12686;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12746;35799;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12816;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12890;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12891;35799;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12942;35799;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12943;35799;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12944;35799;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12980;35799;6;7;12053|41745|155830|322065|307140|325178|360279
13038;35799;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
13039;35799;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
13072;35799;6;8;12053|12547|15700|41745|155830|322065|307140|325178
13171;35799;5;3;12053|307140|325178
13391;35799;5;2;12547|307140
13486;35799;5;3;12547|15700|325178
13525;35799;5;7;12547|15700|41745|155830|322065|307140|325178
13526;35799;5;7;12547|15700|41745|155830|322065|307140|325178
13596;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13668;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13669;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13670;35799;6;8;12547|15700|41745|155830|322065|307140|325178|360279
13772;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13773;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13774;35799;6;8;12547|15700|41745|155830|322065|307140|325178|360279
13835;35799;4;8;12547|15700|41745|155830|322065|307140|325178|360279
13947;35799;4;8;12547|15700|41745|155830|322065|307140|325178|360279
13948;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13949;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13950;35799;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14063;35799;4;8;12547|15700|41745|155830|322065|307140|325178|360279
14064;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
