Time col;DWT_var;Variable;pid0;pid0 revlevel;pid0 startseq;length;Max. deviation;occurrances;Project count;Project list;seq;Project id-ss-rl;HasDead;HasAlive;HasMixed;Seq Id
Age.Months;V;Active.Developers;10782;5;6;5;2,220446e-16;35;28;10782|11082|11187|11261|11615|11992|13044|14564|14886|15549|15700|16493|19012|19893|19983|20605|28127|28161|30763|40548|43572|132021|132068|139581|301544|339127|342504|428793;2,5-2,0-2,0-2,0-2,0;10782-5-12|10782-6-13|10782-6-25|11082-6-33|11187-6-5|11261-6-28|11615-6-1|11992-6-3|13044-6-17|14564-6-20|14886-6-31|15549-6-34|15700-6-16|16493-6-25|19012-5-5|19893-4-2|19983-5-4|19983-6-8|20605-5-16|28127-6-24|28127-6-47|28161-6-16|30763-5-15|30763-6-29|40548-6-32|43572-5-11|132021-6-30|132068-5-4|139581-6-26|301544-5-21|339127-5-9|342504-4-3|342504-5-6|428793-5-12|428793-6-24;1;1;TRUE;3005
Age.Months;V;Active.Developers;10782;5;12;4;4,440892e-16;103;63;10782|11082|11187|11261|11615|11992|12421|12678|13044|13079|14564|14886|15309|15314|15549|15700|16329|16423|16493|17088|19012|19596|19893|19983|20605|22716|25676|26779|27656|28127|28161|29531|30763|10372|37487|40548|43572|46139|46370|48277|48544|71024|81033|89461|89864|116294|132021|132068|139581|264758|292974|301544|309336|325178|327153|339127|342423|342504|348235|349024|371810|373943|428793;3-2-2-2;10782-5-24|10782-6-13|10782-6-25|10782-6-57|11082-6-33|11187-6-5|11187-6-12|11261-6-9|11261-6-16|11261-6-24|11261-6-28|11615-6-1|11992-6-3|12421-6-9|12678-6-10|13044-6-9|13044-6-17|13079-5-7|13079-6-19|14564-5-10|14564-6-20|14886-6-14|14886-6-31|15309-5-7|15309-5-12|15314-6-20|15549-6-34|15700-5-8|15700-6-9|15700-6-16|16329-5-9|16329-6-15|16423-6-6|16493-6-25|17088-5-10|19012-5-5|19012-5-19|19596-4-1|19893-4-2|19893-4-8|19983-5-4|19983-6-8|19983-6-30|20605-5-9|20605-5-16|22716-6-1|22716-6-24|25676-6-3|26779-4-10|27656-6-21|28127-6-24|28127-6-37|28127-6-47|28161-5-8|28161-6-16|29531-6-22|29531-6-39|30763-5-15|30763-6-29|10372-6-7|37487-6-2|40548-5-1|40548-6-32|43572-4-5|43572-5-11|46139-6-36|46370-5-8|48277-5-17|48544-3-4|71024-5-2|81033-5-4|89461-6-17|89864-5-21|116294-4-11|132021-6-30|132068-4-8|132068-5-4|139581-6-9|139581-6-26|264758-4-3|264758-5-3|292974-6-26|301544-5-4|301544-5-21|301544-5-28|309336-5-2|325178-5-17|325178-6-22|327153-4-5|339127-5-9|342423-5-23|342504-4-3|342504-5-6|342504-5-18|348235-6-21|349024-4-5|349024-4-11|371810-6-1|371810-6-5|371810-6-28|373943-5-21|428793-5-12|428793-6-24;1;1;TRUE;3006
Age.Months;V;Active.Developers;10782;5;5;4;1,010303e-14;20;17;10782|12547|12678|15309|25037|26779|27656|34435|35799|264758|292974|325178|342504|348235|349663|358104|377597;3,0-2,5-2,0-2,0;10782-6-42|12547-6-13|12678-6-6|15309-5-11|25037-5-13|26779-4-7|26779-5-10|27656-6-34|27656-6-37|34435-5-1|35799-6-10|264758-4-2|292974-4-6|292974-6-25|325178-6-35|342504-5-5|348235-6-6|349663-5-13|358104-5-5|377597-4-12;1;1;TRUE;3007
Age.Months;V;Active.Developers;10782;5;6;6;2,220446e-16;16;15;10782|11082|11615|14564|15549|15700|19983|28127|28161|30763|40548|132068|139581|342504|428793;2,5-2,0-2,0-2,0-2,0-2,0;10782-6-13|10782-6-25|11082-6-33|11615-6-1|14564-6-20|15549-6-34|15700-6-16|19983-6-8|28127-6-24|28161-6-16|30763-6-29|40548-6-32|132068-5-4|139581-6-26|342504-5-6|428793-6-24;1;1;TRUE;3008
Age.Months;V;Active.Developers;10782;5;11;4;2,220446e-16;64;45;10782|10822|11082|11164|11261|12421|12678|13079|14984|15309|15549|16423|16493|18515|19012|19983|20605|23964|25972|27332|27656|28127|28161|29531|30763|34455|36952|37487|40548|41745|46139|46370|89864|132021|132068|139581|155830|264758|308924|325178|327153|342423|350740|371810|428793;2-3-2-2;10782-6-8|10782-6-12|10822-5-14|11082-4-5|11164-6-8|11164-6-14|11261-4-5|11261-6-27|12421-6-8|12678-6-9|13079-6-31|14984-4-2|15309-5-6|15549-6-10|15549-6-33|16423-7-14|16423-7-42|16493-6-24|18515-5-22|19012-5-1|19012-5-4|19983-4-1|19983-5-3|19983-6-7|20605-5-15|23964-6-2|25972-6-15|27332-6-15|27656-6-42|28127-6-46|28161-5-7|28161-6-15|29531-6-38|30763-4-9|30763-6-43|34455-6-15|36952-6-11|36952-6-28|37487-6-1|40548-6-31|41745-6-11|46139-6-35|46370-5-7|89864-5-24|132021-6-29|132021-6-37|132068-4-1|132068-5-3|132068-5-11|139581-5-12|139581-6-25|155830-6-8|264758-5-10|308924-5-14|308924-5-17|308924-6-1|325178-6-11|327153-4-4|342423-5-22|350740-5-4|371810-6-4|371810-6-19|428793-5-11|428793-6-23;1;1;TRUE;3009
Age.Months;V;Active.Developers;10782;5;11;5;2,220446e-16;27;24;10782|11261|12421|12678|15309|15549|16493|19012|19983|20605|28127|28161|29531|37487|40548|46139|46370|132021|132068|139581|327153|342423|371810|428793;2-3-2-2-2;10782-6-12|11261-6-27|12421-6-8|12678-6-9|15309-5-6|15549-6-33|16493-6-24|19012-5-4|19983-5-3|19983-6-7|20605-5-15|28127-6-46|28161-5-7|28161-6-15|29531-6-38|37487-6-1|40548-6-31|46139-6-35|46370-5-7|132021-6-29|132068-5-3|139581-6-25|327153-4-4|342423-5-22|371810-6-4|428793-5-11|428793-6-23;0;1;FALSE;3010
Age.Months;V;Active.Developers;10782;5;11;6;2,220446e-16;16;14;10782|11261|15549|16493|19012|19983|20605|28127|28161|40548|132021|132068|139581|428793;2-3-2-2-2-2;10782-6-12|11261-6-27|15549-6-33|16493-6-24|19012-5-4|19983-5-3|19983-6-7|20605-5-15|28127-6-46|28161-6-15|40548-6-31|132021-6-29|132068-5-3|139581-6-25|428793-5-11|428793-6-23;0;1;FALSE;3011
Age.Months;V;Active.Developers;10782;5;12;5;3,330669e-16;34;28;10782|11082|11187|11261|11615|11992|13044|14564|14886|15549|15700|16493|19012|19893|19983|20605|28127|28161|30763|40548|43572|132021|132068|139581|301544|339127|342504|428793;3-2-2-2-2;10782-6-13|10782-6-25|11082-6-33|11187-6-5|11261-6-28|11615-6-1|11992-6-3|13044-6-17|14564-6-20|14886-6-31|15549-6-34|15700-6-16|16493-6-25|19012-5-5|19893-4-2|19983-5-4|19983-6-8|20605-5-16|28127-6-24|28127-6-47|28161-6-16|30763-5-15|30763-6-29|40548-6-32|43572-5-11|132021-6-30|132068-5-4|139581-6-26|301544-5-21|339127-5-9|342504-4-3|342504-5-6|428793-5-12|428793-6-24;1;1;TRUE;3012
Age.Months;V;Active.Developers;10782;5;24;4;1,221245e-15;102;63;10782|11082|11187|11261|11615|11992|12421|12678|13044|13079|14564|14886|15309|15314|15549|15700|16329|16423|16493|17088|19012|19596|19893|19983|20605|22716|25676|26779|27656|28127|28161|29531|30763|10372|37487|40548|43572|46139|46370|48277|48544|71024|81033|89461|89864|116294|132021|132068|139581|264758|292974|301544|309336|325178|327153|339127|342423|342504|348235|349024|371810|373943|428793;4-3-3-3;10782-6-13|10782-6-25|10782-6-57|11082-6-33|11187-6-5|11187-6-12|11261-6-9|11261-6-16|11261-6-24|11261-6-28|11615-6-1|11992-6-3|12421-6-9|12678-6-10|13044-6-9|13044-6-17|13079-5-7|13079-6-19|14564-5-10|14564-6-20|14886-6-14|14886-6-31|15309-5-7|15309-5-12|15314-6-20|15549-6-34|15700-5-8|15700-6-9|15700-6-16|16329-5-9|16329-6-15|16423-6-6|16493-6-25|17088-5-10|19012-5-5|19012-5-19|19596-4-1|19893-4-2|19893-4-8|19983-5-4|19983-6-8|19983-6-30|20605-5-9|20605-5-16|22716-6-1|22716-6-24|25676-6-3|26779-4-10|27656-6-21|28127-6-24|28127-6-37|28127-6-47|28161-5-8|28161-6-16|29531-6-22|29531-6-39|30763-5-15|30763-6-29|10372-6-7|37487-6-2|40548-5-1|40548-6-32|43572-4-5|43572-5-11|46139-6-36|46370-5-8|48277-5-17|48544-3-4|71024-5-2|81033-5-4|89461-6-17|89864-5-21|116294-4-11|132021-6-30|132068-4-8|132068-5-4|139581-6-9|139581-6-26|264758-4-3|264758-5-3|292974-6-26|301544-5-4|301544-5-21|301544-5-28|309336-5-2|325178-5-17|325178-6-22|327153-4-5|339127-5-9|342423-5-23|342504-4-3|342504-5-6|342504-5-18|348235-6-21|349024-4-5|349024-4-11|371810-6-1|371810-6-5|371810-6-28|373943-5-21|428793-5-12|428793-6-24;1;1;TRUE;3013
Age.Months;V;Active.Developers;10782;5;24;5;2,220446e-16;20;17;10782|11261|12421|12678|13044|15309|16329|16423|19012|19596|20605|27656|71024|89461|292974|301544|371810;4-3-3-3-4;10782-6-57|11261-6-24|12421-6-9|12678-6-10|13044-6-9|15309-5-7|15309-5-12|16329-5-9|16423-6-6|19012-5-19|19596-4-1|20605-5-9|27656-6-21|71024-5-2|89461-6-17|292974-6-26|301544-5-4|371810-6-1|371810-6-5|371810-6-28;0;1;FALSE;3014
Age.Months;V;Active.Developers;10782;5;28;4;NaN;29;23;10782|11164|11992|12053|12547|12678|13044|13079|14886|15549|16025|19893|27049|28868|34455|10372|71024|89864|139581|292974|308924|327153|348235;4,0-3,0-3,5-3,5;10782-6-52|11164-5-10|11164-6-2|11164-6-32|11992-6-39|12053-6-12|12547-6-5|12678-6-26|13044-5-16|13044-6-37|13079-6-16|14886-6-26|15549-6-26|16025-6-36|19893-5-17|27049-6-30|28868-6-18|28868-6-24|34455-6-38|10372-6-10|71024-4-1|89864-5-10|139581-5-4|139581-6-5|292974-6-14|308924-6-4|308924-6-13|327153-5-11|348235-5-11;1;1;TRUE;3015
Age.Months;V;Active.Developers;10782;5;27;4;5,884182e-15;16;16;10782|10822|11992|15549|15700|15707|16025|16329|17088|18515|19983|28868|30763|34455|10372|50140;3,0-4,0-3,0-3,5;10822-5-12|11992-5-11|15549-5-5|15700-4-3|15707-6-17|16025-6-35|16329-6-10|17088-6-33|18515-4-3|18515-5-16|19983-5-10|28868-6-15|30763-5-3|34455-6-37|10372-6-45|50140-5-25;1;1;TRUE;3016
Age.Months;V;Active.Developers;10782;5;23;4;1,065814e-14;17;18;10782|11082|12678|13044|15309|15549|16329|23964|27049|28868|43572|46139|48544|81033|132068|139581|339052|149338;3,5-4,0-3,0-3,0;11082-6-32|12678-5-9|13044-6-16|15309-5-19|15549-6-39|16329-6-14|23964-6-28|27049-6-19|28868-6-21|43572-5-18|46139-6-20|48544-3-3|81033-5-11|132068-4-5|139581-6-22|339052-4-7|149338-6-12;0;1;FALSE;3017
Age.Months;V;Active.Developers;10782;5;23;5;1,065814e-14;4;5;10782|11082|13044|16329|48544;3,5-4,0-3,0-3,0-3,0;11082-6-32|13044-6-16|16329-6-14|48544-3-3;0;1;FALSE;3018
Age.Months;V;Active.Developers;10782;5;4;4;1,287859e-14;10;10;10782|11164|12053|16025|16527|20605|26779|48544|82358|292974;3,5-3,0-2,5-2,0;11164-5-8|12053-5-14|16025-6-27|16527-4-4|16527-5-6|20605-5-24|26779-5-13|48544-5-15|82358-6-14|292974-4-5;1;1;TRUE;3019
Age.Months;V;Active.Developers;10782;5;3;4;3,108624e-15;5;6;10782|11261|20605|29402|264758|149338;2,0-3,5-3,0-2,5;11261-5-10|20605-5-20|29402-6-8|264758-5-7|149338-6-15;0;1;FALSE;3020
Age.Months;V;Active.Developers;10782;5;24;6;0;4;5;10782|11261|13044|292974|371810;4-3-3-3-4-3;11261-6-24|13044-6-9|292974-6-26|371810-6-1;0;1;FALSE;3021
Age.Months;V;Active.Developers;10782;5;5;5;2,220446e-16;4;5;10782|15309|264758|292974|342504;3,0-2,5-2,0-2,0-2,0;15309-5-11|264758-4-2|292974-6-25|342504-5-5;0;1;FALSE;3022
Age.Months;V;Active.Developers;10782;6;8;4;3,330669e-16;64;45;10782|10822|11082|11164|11261|12421|12678|13079|14984|15309|15549|16423|16493|18515|19012|19983|20605|23964|25972|27332|27656|28127|28161|29531|30763|34455|36952|37487|40548|41745|46139|46370|89864|132021|132068|139581|155830|264758|308924|325178|327153|342423|350740|371810|428793;2,121320-2,828427-2,121320-2,121320;10782-5-11|10782-6-12|10822-5-14|11082-4-5|11164-6-8|11164-6-14|11261-4-5|11261-6-27|12421-6-8|12678-6-9|13079-6-31|14984-4-2|15309-5-6|15549-6-10|15549-6-33|16423-7-14|16423-7-42|16493-6-24|18515-5-22|19012-5-1|19012-5-4|19983-4-1|19983-5-3|19983-6-7|20605-5-15|23964-6-2|25972-6-15|27332-6-15|27656-6-42|28127-6-46|28161-5-7|28161-6-15|29531-6-38|30763-4-9|30763-6-43|34455-6-15|36952-6-11|36952-6-28|37487-6-1|40548-6-31|41745-6-11|46139-6-35|46370-5-7|89864-5-24|132021-6-29|132021-6-37|132068-4-1|132068-5-3|132068-5-11|139581-5-12|139581-6-25|155830-6-8|264758-5-10|308924-5-14|308924-5-17|308924-6-1|325178-6-11|327153-4-4|342423-5-22|350740-5-4|371810-6-4|371810-6-19|428793-5-11|428793-6-23;1;1;TRUE;3023
Age.Months;V;Active.Developers;10782;6;12;4;2,220446e-16;63;45;10782|10822|11082|11164|11261|12421|12678|13079|14984|15309|15549|16423|16493|18515|19012|19983|20605|23964|25972|27332|27656|28127|28161|29531|30763|34455|36952|37487|40548|41745|46139|46370|89864|132021|132068|139581|155830|264758|308924|325178|327153|342423|350740|371810|428793;1,414214-2,121320-1,414214-1,414214;10782-5-11|10822-5-14|11082-4-5|11164-6-8|11164-6-14|11261-4-5|11261-6-27|12421-6-8|12678-6-9|13079-6-31|14984-4-2|15309-5-6|15549-6-10|15549-6-33|16423-7-14|16423-7-42|16493-6-24|18515-5-22|19012-5-1|19012-5-4|19983-4-1|19983-5-3|19983-6-7|20605-5-15|23964-6-2|25972-6-15|27332-6-15|27656-6-42|28127-6-46|28161-5-7|28161-6-15|29531-6-38|30763-4-9|30763-6-43|34455-6-15|36952-6-11|36952-6-28|37487-6-1|40548-6-31|41745-6-11|46139-6-35|46370-5-7|89864-5-24|132021-6-29|132021-6-37|132068-4-1|132068-5-3|132068-5-11|139581-5-12|139581-6-25|155830-6-8|264758-5-10|308924-5-14|308924-5-17|308924-6-1|325178-6-11|327153-4-4|342423-5-22|350740-5-4|371810-6-4|371810-6-19|428793-5-11|428793-6-23;1;1;TRUE;3024
Age.Months;V;Active.Developers;10782;6;12;5;2,220446e-16;27;24;10782|11261|12421|12678|15309|15549|16493|19012|19983|20605|28127|28161|29531|37487|40548|46139|46370|132021|132068|139581|327153|342423|371810|428793;1,414214-2,121320-1,414214-1,414214-1,414214;10782-5-11|11261-6-27|12421-6-8|12678-6-9|15309-5-6|15549-6-33|16493-6-24|19012-5-4|19983-5-3|19983-6-7|20605-5-15|28127-6-46|28161-5-7|28161-6-15|29531-6-38|37487-6-1|40548-6-31|46139-6-35|46370-5-7|132021-6-29|132068-5-3|139581-6-25|327153-4-4|342423-5-22|371810-6-4|428793-5-11|428793-6-23;0;1;FALSE;3025
Age.Months;V;Active.Developers;10782;6;12;6;0;16;14;10782|11261|15549|16493|19012|19983|20605|28127|28161|40548|132021|132068|139581|428793;1,414214-2,121320-1,414214-1,414214-1,414214-1,414214;10782-5-11|11261-6-27|15549-6-33|16493-6-24|19012-5-4|19983-5-3|19983-6-7|20605-5-15|28127-6-46|28161-6-15|40548-6-31|132021-6-29|132068-5-3|139581-6-25|428793-5-11|428793-6-23;0;1;FALSE;3026
Age.Months;V;Active.Developers;10782;6;13;4;1,221245e-15;104;63;10782|11082|11187|11261|11615|11992|12421|12678|13044|13079|14564|14886|15309|15314|15549|15700|16329|16423|16493|17088|19012|19596|19893|19983|20605|22716|25676|26779|27656|28127|28161|29531|30763|10372|37487|40548|43572|46139|46370|48277|48544|71024|81033|89461|89864|116294|132021|132068|139581|264758|292974|301544|309336|325178|327153|339127|342423|342504|348235|349024|371810|373943|428793;2,121320-1,414214-1,414214-1,414214;10782-5-6|10782-5-12|10782-5-24|10782-6-25|10782-6-57|11082-6-33|11187-6-5|11187-6-12|11261-6-9|11261-6-16|11261-6-24|11261-6-28|11615-6-1|11992-6-3|12421-6-9|12678-6-10|13044-6-9|13044-6-17|13079-5-7|13079-6-19|14564-5-10|14564-6-20|14886-6-14|14886-6-31|15309-5-7|15309-5-12|15314-6-20|15549-6-34|15700-5-8|15700-6-9|15700-6-16|16329-5-9|16329-6-15|16423-6-6|16493-6-25|17088-5-10|19012-5-5|19012-5-19|19596-4-1|19893-4-2|19893-4-8|19983-5-4|19983-6-8|19983-6-30|20605-5-9|20605-5-16|22716-6-1|22716-6-24|25676-6-3|26779-4-10|27656-6-21|28127-6-24|28127-6-37|28127-6-47|28161-5-8|28161-6-16|29531-6-22|29531-6-39|30763-5-15|30763-6-29|10372-6-7|37487-6-2|40548-5-1|40548-6-32|43572-4-5|43572-5-11|46139-6-36|46370-5-8|48277-5-17|48544-3-4|71024-5-2|81033-5-4|89461-6-17|89864-5-21|116294-4-11|132021-6-30|132068-4-8|132068-5-4|139581-6-9|139581-6-26|264758-4-3|264758-5-3|292974-6-26|301544-5-4|301544-5-21|301544-5-28|309336-5-2|325178-5-17|325178-6-22|327153-4-5|339127-5-9|342423-5-23|342504-4-3|342504-5-6|342504-5-18|348235-6-21|349024-4-5|349024-4-11|371810-6-1|371810-6-5|371810-6-28|373943-5-21|428793-5-12|428793-6-24;1;1;TRUE;3027
Age.Months;V;Active.Developers;10782;6;13;5;8,881784e-16;35;28;10782|11082|11187|11261|11615|11992|13044|14564|14886|15549|15700|16493|19012|19893|19983|20605|28127|28161|30763|40548|43572|132021|132068|139581|301544|339127|342504|428793;2,121320-1,414214-1,414214-1,414214-1,414214;10782-5-6|10782-5-12|10782-6-25|11082-6-33|11187-6-5|11261-6-28|11615-6-1|11992-6-3|13044-6-17|14564-6-20|14886-6-31|15549-6-34|15700-6-16|16493-6-25|19012-5-5|19893-4-2|19983-5-4|19983-6-8|20605-5-16|28127-6-24|28127-6-47|28161-6-16|30763-5-15|30763-6-29|40548-6-32|43572-5-11|132021-6-30|132068-5-4|139581-6-26|301544-5-21|339127-5-9|342504-4-3|342504-5-6|428793-5-12|428793-6-24;1;1;TRUE;3028
Age.Months;V;Active.Developers;10782;6;13;6;6,661338e-16;16;15;10782|11082|11615|14564|15549|15700|19983|28127|28161|30763|40548|132068|139581|342504|428793;2,121320-1,414214-1,414214-1,414214-1,414214-1,414214;10782-5-6|10782-6-25|11082-6-33|11615-6-1|14564-6-20|15549-6-34|15700-6-16|19983-6-8|28127-6-24|28161-6-16|30763-6-29|40548-6-32|132068-5-4|139581-6-26|342504-5-6|428793-6-24;1;1;TRUE;3029
Age.Months;V;Active.Developers;10782;6;25;4;1,221245e-15;103;63;10782|11082|11187|11261|11615|11992|12421|12678|13044|13079|14564|14886|15309|15314|15549|15700|16329|16423|16493|17088|19012|19596|19893|19983|20605|22716|25676|26779|27656|28127|28161|29531|30763|10372|37487|40548|43572|46139|46370|48277|48544|71024|81033|89461|89864|116294|132021|132068|139581|264758|292974|301544|309336|325178|327153|339127|342423|342504|348235|349024|371810|373943|428793;2,121320-1,414214-1,414214-1,414214;10782-5-6|10782-5-12|10782-5-24|10782-6-57|11082-6-33|11187-6-5|11187-6-12|11261-6-9|11261-6-16|11261-6-24|11261-6-28|11615-6-1|11992-6-3|12421-6-9|12678-6-10|13044-6-9|13044-6-17|13079-5-7|13079-6-19|14564-5-10|14564-6-20|14886-6-14|14886-6-31|15309-5-7|15309-5-12|15314-6-20|15549-6-34|15700-5-8|15700-6-9|15700-6-16|16329-5-9|16329-6-15|16423-6-6|16493-6-25|17088-5-10|19012-5-5|19012-5-19|19596-4-1|19893-4-2|19893-4-8|19983-5-4|19983-6-8|19983-6-30|20605-5-9|20605-5-16|22716-6-1|22716-6-24|25676-6-3|26779-4-10|27656-6-21|28127-6-24|28127-6-37|28127-6-47|28161-5-8|28161-6-16|29531-6-22|29531-6-39|30763-5-15|30763-6-29|10372-6-7|37487-6-2|40548-5-1|40548-6-32|43572-4-5|43572-5-11|46139-6-36|46370-5-8|48277-5-17|48544-3-4|71024-5-2|81033-5-4|89461-6-17|89864-5-21|116294-4-11|132021-6-30|132068-4-8|132068-5-4|139581-6-9|139581-6-26|264758-4-3|264758-5-3|292974-6-26|301544-5-4|301544-5-21|301544-5-28|309336-5-2|325178-5-17|325178-6-22|327153-4-5|339127-5-9|342423-5-23|342504-4-3|342504-5-6|342504-5-18|348235-6-21|349024-4-5|349024-4-11|371810-6-1|371810-6-5|371810-6-28|373943-5-21|428793-5-12|428793-6-24;1;1;TRUE;3030
Age.Months;V;Active.Developers;10782;6;25;5;8,881784e-16;34;28;10782|11082|11187|11261|11615|11992|13044|14564|14886|15549|15700|16493|19012|19893|19983|20605|28127|28161|30763|40548|43572|132021|132068|139581|301544|339127|342504|428793;2,121320-1,414214-1,414214-1,414214-1,414214;10782-5-6|10782-5-12|11082-6-33|11187-6-5|11261-6-28|11615-6-1|11992-6-3|13044-6-17|14564-6-20|14886-6-31|15549-6-34|15700-6-16|16493-6-25|19012-5-5|19893-4-2|19983-5-4|19983-6-8|20605-5-16|28127-6-24|28127-6-47|28161-6-16|30763-5-15|30763-6-29|40548-6-32|43572-5-11|132021-6-30|132068-5-4|139581-6-26|301544-5-21|339127-5-9|342504-4-3|342504-5-6|428793-5-12|428793-6-24;1;1;TRUE;3031
Age.Months;V;Active.Developers;10782;6;25;6;6,661338e-16;15;15;10782|11082|11615|14564|15549|15700|19983|28127|28161|30763|40548|132068|139581|342504|428793;2,121320-1,414214-1,414214-1,414214-1,414214-1,414214;10782-5-6|11082-6-33|11615-6-1|14564-6-20|15549-6-34|15700-6-16|19983-6-8|28127-6-24|28161-6-16|30763-6-29|40548-6-32|132068-5-4|139581-6-26|342504-5-6|428793-6-24;1;1;TRUE;3032
Age.Months;V;Active.Developers;10782;6;42;4;2,109424e-14;20;17;10782|12547|12678|15309|25037|26779|27656|34435|35799|264758|292974|325178|342504|348235|349663|358104|377597;4,242641-2,828427-1,414214-1,414214;10782-5-5|12547-6-13|12678-6-6|15309-5-11|25037-5-13|26779-4-7|26779-5-10|27656-6-34|27656-6-37|34435-5-1|35799-6-10|264758-4-2|292974-4-6|292974-6-25|325178-6-35|342504-5-5|348235-6-6|349663-5-13|358104-5-5|377597-4-12;1;1;TRUE;3033
Age.Months;V;Active.Developers;10782;6;52;4;NaN;29;23;10782|11164|11992|12053|12547|12678|13044|13079|14886|15549|16025|19893|27049|28868|34455|10372|71024|89864|139581|292974|308924|327153|348235;2,828427-1,414214-2,121320-2,121320;10782-5-28|11164-5-10|11164-6-2|11164-6-32|11992-6-39|12053-6-12|12547-6-5|12678-6-26|13044-5-16|13044-6-37|13079-6-16|14886-6-26|15549-6-26|16025-6-36|19893-5-17|27049-6-30|28868-6-18|28868-6-24|34455-6-38|10372-6-10|71024-4-1|89864-5-10|139581-5-4|139581-6-5|292974-6-14|308924-6-4|308924-6-13|327153-5-11|348235-5-11;1;1;TRUE;3034
Age.Months;V;Active.Developers;10782;6;57;4;1,221245e-15;102;63;10782|11082|11187|11261|11615|11992|12421|12678|13044|13079|14564|14886|15309|15314|15549|15700|16329|16423|16493|17088|19012|19596|19893|19983|20605|22716|25676|26779|27656|28127|28161|29531|30763|10372|37487|40548|43572|46139|46370|48277|48544|71024|81033|89461|89864|116294|132021|132068|139581|264758|292974|301544|309336|325178|327153|339127|342423|342504|348235|349024|371810|373943|428793;2,828427-2,121320-2,121320-2,121320;10782-5-6|10782-5-12|10782-5-24|11082-6-33|11187-6-5|11187-6-12|11261-6-9|11261-6-16|11261-6-24|11261-6-28|11615-6-1|11992-6-3|12421-6-9|12678-6-10|13044-6-9|13044-6-17|13079-5-7|13079-6-19|14564-5-10|14564-6-20|14886-6-14|14886-6-31|15309-5-7|15309-5-12|15314-6-20|15549-6-34|15700-5-8|15700-6-9|15700-6-16|16329-5-9|16329-6-15|16423-6-6|16493-6-25|17088-5-10|19012-5-5|19012-5-19|19596-4-1|19893-4-2|19893-4-8|19983-5-4|19983-6-8|19983-6-30|20605-5-9|20605-5-16|22716-6-1|22716-6-24|25676-6-3|26779-4-10|27656-6-21|28127-6-24|28127-6-37|28127-6-47|28161-5-8|28161-6-16|29531-6-22|29531-6-39|30763-5-15|30763-6-29|10372-6-7|37487-6-2|40548-5-1|40548-6-32|43572-4-5|43572-5-11|46139-6-36|46370-5-8|48277-5-17|48544-3-4|71024-5-2|81033-5-4|89461-6-17|89864-5-21|116294-4-11|132021-6-30|132068-4-8|132068-5-4|139581-6-9|139581-6-26|264758-4-3|264758-5-3|292974-6-26|301544-5-4|301544-5-21|301544-5-28|309336-5-2|325178-5-17|325178-6-22|327153-4-5|339127-5-9|342423-5-23|342504-4-3|342504-5-6|342504-5-18|348235-6-21|349024-4-5|349024-4-11|371810-6-1|371810-6-5|371810-6-28|373943-5-21|428793-5-12|428793-6-24;1;1;TRUE;3035
Age.Months;V;Active.Developers;10782;6;57;5;6,661338e-16;20;17;10782|11261|12421|12678|13044|15309|16329|16423|19012|19596|20605|27656|71024|89461|292974|301544|371810;2,828427-2,121320-2,121320-2,121320-2,828427;10782-5-24|11261-6-24|12421-6-9|12678-6-10|13044-6-9|15309-5-7|15309-5-12|16329-5-9|16423-6-6|19012-5-19|19596-4-1|20605-5-9|27656-6-21|71024-5-2|89461-6-17|292974-6-26|301544-5-4|371810-6-1|371810-6-5|371810-6-28;0;1;FALSE;3036
Age.Months;V;Active.Developers;10782;6;13;7;0;10;10;10782|11615|14564|15700|19983|28127|28161|139581|342504|428793;2,121320-1,414214-1,414214-1,414214-1,414214-1,414214-1,414214;10782-6-25|11615-6-1|14564-6-20|15700-6-16|19983-6-8|28127-6-24|28161-6-16|139581-6-26|342504-5-6|428793-6-24;1;1;TRUE;3037
Age.Months;V;Active.Developers;10782;6;13;8;0;9;9;10782|11615|14564|15700|19983|28127|28161|342504|428793;2,121320-1,414214-1,414214-1,414214-1,414214-1,414214-1,414214-1,414214;10782-6-25|11615-6-1|14564-6-20|15700-6-16|19983-6-8|28127-6-24|28161-6-16|342504-5-6|428793-6-24;1;1;TRUE;3038
Age.Months;V;Active.Developers;10782;6;13;9;0;6;6;10782|11615|19983|28127|342504|428793;2,121320-1,414214-1,414214-1,414214-1,414214-1,414214-1,414214-1,414214-1,414214;10782-6-25|11615-6-1|19983-6-8|28127-6-24|342504-5-6|428793-6-24;0;1;FALSE;3039
Age.Months;V;Active.Developers;10782;6;13;10;0;5;5;10782|11615|19983|342504|428793;2,121320-1,414214-1,414214-1,414214-1,414214-1,414214-1,414214-1,414214-1,414214-1,414214;10782-6-25|11615-6-1|19983-6-8|342504-5-6|428793-6-24;0;1;FALSE;3040
