Time col;DWT_var;Variable;pid0;pid0 revlevel;pid0 startseq;length;Max. deviation;occurrances;Project count;Project list;seq;Project id-ss-rl;HasDead;HasAlive;HasMixed;Seq Id
Age.Months;V;Active.Developers;49606;5;11;4;NaN;168;105;49606|5730|175|585079|5455|76|51|232|3927|767|3352|3366|3744|3923|4021|4059|4137|4325|4733|5002|5561|5732|5999|6368|6491|6559|7198|7329|8258|8576|342092|8713|8765|8891|10022|10505|10782|10822|11082|11164|11187|11992|12547|12678|13044|13939|14564|14886|15403|15549|15700|15707|16055|16234|16329|16423|16493|19012|19893|19983|21585|23964|25037|25676|584|26779|27332|27656|28868|29402|29531|30763|31794|31992|34435|34455|35799|37487|40548|41745|43572|46139|48277|81033|84878|132021|139581|155830|292974|308924|318015|339127|342423|342504|347856|349663|350866|358104|373943|377597|381685|408169|408980|149338|428793;2,0-1,5-2,0-2,0;49606-6-14|49606-6-20|49606-6-23|49606-6-34|5730-5-4|5730-5-7|5730-6-1|5730-6-8|5730-6-15|5730-7-2|5730-7-16|5730-7-30|175-6-14|175-6-45|585079-4-8|585079-6-4|585079-6-47|5455-6-2|76-5-13|51-6-34|232-6-34|3927-6-3|767-7-36|767-7-40|3352-5-11|3366-5-7|3744-6-27|3923-6-4|4021-5-4|4021-6-4|4059-6-27|4137-6-9|4137-6-48|4325-6-1|4325-6-11|4325-6-24|4325-6-32|4733-5-2|5002-6-29|5561-6-33|5732-6-1|5732-6-4|5732-6-7|5732-7-2|5732-7-55|5999-6-30|5999-6-56|6368-6-18|6491-6-2|6559-6-3|6559-6-45|7198-6-39|7329-6-11|8258-6-4|8576-6-51|342092-5-4|342092-5-10|8713-6-2|8713-6-41|8765-6-3|8891-6-8|10022-6-19|10505-6-14|10782-4-12|10822-6-33|11082-5-10|11082-6-17|11082-6-21|11164-6-21|11187-5-3|11187-6-2|11992-6-10|11992-6-22|12547-5-11|12678-6-23|13044-5-9|13044-6-13|13044-6-33|13939-3-1|14564-3-1|14564-5-13|14564-6-27|14886-6-19|15403-5-11|15549-6-13|15700-5-1|15700-6-2|15707-6-47|16055-4-5|16234-5-14|16329-6-23|16423-6-11|16493-5-1|19012-5-12|19893-4-11|19893-5-5|19893-5-11|19983-6-17|19983-6-23|21585-5-10|23964-5-4|23964-6-9|25037-5-10|25676-6-6|25676-6-19|25676-6-23|584-5-6|26779-5-1|26779-5-23|27332-6-4|27656-6-3|28868-5-14|28868-6-28|29402-6-31|29531-5-2|29531-6-4|29531-6-17|30763-6-3|30763-6-40|31794-6-20|31794-6-23|31992-5-10|34435-5-9|34455-4-4|34455-6-3|34455-6-9|34455-6-12|34455-6-33|35799-5-13|37487-5-17|40548-6-44|41745-5-8|41745-6-17|43572-5-1|43572-6-24|46139-5-1|48277-5-4|81033-5-7|84878-5-12|132021-6-3|132021-6-8|132021-6-18|139581-5-17|155830-6-3|292974-6-2|308924-6-33|308924-6-37|318015-4-6|339127-5-18|342423-5-5|342504-3-2|347856-4-4|347856-4-8|349663-6-30|350866-5-10|358104-5-8|373943-4-2|373943-4-6|373943-5-5|373943-5-14|377597-4-5|381685-5-2|408169-4-8|408980-6-36|408980-6-44|149338-6-35|428793-6-6|428793-6-20;1;1;TRUE;137
Age.Months;V;Active.Developers;49606;5;11;5;NaN;55;39;49606|5730|175|51|3352|3923|4059|4325|5732|6491|8576|342092|8713|10822|11082|11164|11992|14564|14886|15700|16234|16423|19012|19983|23964|25676|27332|28868|34435|40548|41745|84878|132021|308924|347856|349663|350866|373943|428793;2,0-1,5-2,0-2,0-2,0;49606-6-14|49606-6-23|5730-5-7|5730-6-1|5730-6-8|5730-6-15|5730-7-2|5730-7-16|5730-7-30|175-6-45|51-6-34|3352-5-11|3923-6-4|4059-6-27|4325-6-1|5732-6-7|5732-7-2|6491-6-2|8576-6-51|342092-5-4|8713-6-2|10822-6-33|11082-5-10|11082-6-17|11082-6-21|11164-6-21|11992-6-10|11992-6-22|14564-5-13|14564-6-27|14886-6-19|15700-6-2|16234-5-14|16423-6-11|19012-5-12|19983-6-23|23964-6-9|25676-6-6|25676-6-19|27332-6-4|28868-6-28|34435-5-9|40548-6-44|41745-6-17|84878-5-12|132021-6-18|308924-6-33|347856-4-4|349663-6-30|350866-5-10|373943-4-2|373943-4-6|373943-5-5|373943-5-14|428793-6-6;1;1;TRUE;138
Age.Months;V;Active.Developers;49606;5;9;4;3,330669e-16;97;74;49606|327948|528850|546760|551576|4031|585079|585779|51|232|3085|3187|3352|3744|4021|4137|4325|4411|4590|4936|5385|5732|5999|6368|6559|8391|8576|342092|8713|8765|10782|11082|11261|11615|12421|13079|14564|14984|15403|15549|15707|16025|16423|18515|19012|20605|25972|26779|27332|28127|29531|30763|34435|34455|5888|46139|48544|50140|81033|84878|132021|139581|155830|264758|309336|322065|307140|325178|342423|342504|350740|371810|373943|381685;2,0-1,5-2,0-1,5;327948-4-11|528850-4-1|546760-5-6|551576-3-4|4031-4-2|585079-6-38|585779-5-16|51-6-10|232-6-57|3085-5-4|3187-6-9|3352-6-12|3744-6-3|3744-6-5|4021-6-44|4137-4-9|4325-6-29|4411-6-30|4590-6-28|4936-6-6|5385-6-17|5732-7-23|5732-7-25|5999-6-28|5999-6-43|6368-5-15|6368-5-17|6559-6-6|6559-6-48|8391-5-18|8576-5-25|8576-6-29|8576-6-55|342092-5-2|8713-5-11|8713-6-48|8765-6-10|8765-6-30|8765-6-51|10782-6-11|11082-4-4|11082-6-14|11261-5-12|11615-6-23|12421-5-4|12421-6-7|12421-6-13|13079-6-27|14564-4-6|14984-3-1|15403-5-3|15403-5-7|15549-6-6|15707-6-41|16025-5-14|16423-7-13|16423-7-50|18515-4-6|18515-5-21|19012-4-1|20605-5-22|25972-6-33|26779-5-15|26779-5-18|27332-6-2|27332-6-32|28127-6-40|29531-5-6|30763-6-10|34435-5-15|34455-6-36|5888-5-11|46139-6-13|48544-4-11|50140-5-24|81033-6-9|81033-6-11|84878-4-5|132021-6-1|132021-6-6|139581-6-33|155830-6-7|264758-5-9|264758-5-13|309336-5-15|322065-5-11|307140-4-6|325178-4-7|325178-6-8|325178-6-10|325178-6-41|342423-5-18|342504-5-3|350740-5-3|371810-5-1|373943-3-1|381685-5-7;1;1;TRUE;139
Age.Months;V;Active.Developers;49606;5;19;4;2,220446e-16;90;66;49606|9132|546760|585079|585779|475|76|625|51|767|3366|3744|4325|4445|4733|4867|5385|5561|5732|5999|6368|6559|8258|8576|8687|342092|9673|10022|11082|11261|11615|11992|12678|13044|13079|14564|15403|15549|16329|16493|17088|18515|19893|25676|584|27332|28127|28868|29531|31794|34435|81033|89461|116294|132021|139581|155830|292974|301544|322065|325178|349663|350740|373943|381685|408980;2,5-3,5-2,5-3,5;9132-6-30|546760-5-5|585079-6-10|585079-6-39|585079-6-46|585779-5-17|475-5-4|76-5-12|625-6-25|51-6-47|767-7-39|767-7-57|3366-6-1|3366-6-17|3744-6-4|4325-6-10|4325-6-17|4445-6-31|4733-6-4|4733-6-7|4733-6-18|4867-6-18|5385-6-16|5561-6-9|5732-7-24|5732-7-39|5732-7-54|5999-6-29|5999-6-44|6368-5-16|6368-6-36|6559-6-44|8258-5-18|8576-6-28|8576-6-56|8687-5-8|342092-5-3|9673-4-11|10022-6-11|11082-5-9|11261-5-13|11615-6-22|11992-6-9|12678-6-22|13044-6-12|13079-6-26|14564-4-5|15403-5-6|15549-6-7|15549-6-18|16329-6-12|16329-6-26|16493-5-9|17088-6-17|17088-6-35|18515-4-5|18515-5-7|18515-5-20|19893-5-14|25676-5-10|584-6-3|584-6-15|27332-6-3|27332-6-33|28127-6-41|28868-5-13|29531-5-5|31794-6-19|34435-5-16|81033-6-10|89461-6-28|116294-5-26|132021-5-14|132021-6-2|132021-6-7|132021-6-17|139581-6-38|155830-6-6|292974-6-29|301544-4-4|322065-5-10|325178-6-9|325178-6-38|325178-6-42|349663-6-29|350740-5-18|373943-3-2|381685-3-3|408980-6-25|408980-6-43;1;1;TRUE;140
Age.Months;V;Active.Developers;49606;5;18;4;1,998401e-15;11;11;49606|22149|433|4445|4936|8576|15549|16025|16527|46139|408980;4,0-2,5-3,5-2,5;22149-5-1|433-6-13|4445-6-6|4936-4-3|8576-6-27|15549-5-13|16025-6-34|16527-5-4|16527-6-19|46139-6-34|408980-6-24;0;1;FALSE;141
Age.Months;V;Active.Developers;49606;5;5;4;NaN;31;30;49606|551576|175|51|3085|3430|4590|5147|8615|10733|11261|11615|12421|15549|16234|16423|19012|29402|30763|34435|34455|40548|48544|84878|139581|325178|339127|347856|350866|381685;1,0-2,0-1,5-2,0;551576-4-9|175-6-13|51-6-9|3085-6-24|3430-5-12|4590-6-27|5147-6-35|8615-3-4|10733-6-12|11261-4-1|11615-6-51|12421-5-3|12421-6-32|15549-6-5|16234-4-5|16423-7-49|19012-5-9|29402-6-30|30763-6-9|34435-5-8|34455-4-3|34455-5-15|40548-6-43|48544-4-10|84878-4-4|139581-6-32|325178-4-6|339127-5-17|347856-3-2|350866-5-9|381685-5-20;1;1;TRUE;142
Age.Months;V;Active.Developers;49606;5;5;5;NaN;7;8;49606|175|29402|34435|34455|40548|339127|350866;1,0-2,0-1,5-2,0-2,0;175-6-13|29402-6-30|34435-5-8|34455-4-3|40548-6-43|339127-5-17|350866-5-9;0;1;FALSE;143
Age.Months;V;Active.Developers;49606;5;9;5;3,330669e-16;21;18;49606|585079|585779|3744|5732|5999|6368|8576|342092|11261|15549|27332|28127|34435|81033|132021|325178|373943;2,0-1,5-2,0-1,5-2,0;585079-6-38|585779-5-16|3744-6-3|5732-7-23|5999-6-28|5999-6-43|6368-5-15|8576-6-55|342092-5-2|11261-5-12|15549-6-6|27332-6-2|27332-6-32|28127-6-40|34435-5-15|81033-6-9|132021-6-1|132021-6-6|325178-6-8|325178-6-41|373943-3-1;1;1;TRUE;144
Age.Months;V;Active.Developers;49606;5;10;5;1,110223e-16;20;19;49606|585079|76|767|4325|5732|5999|6559|342092|11082|11992|12678|13044|27332|28868|31794|132021|349663|408980;1,5-2,0-1,5-2,0-2,0;585079-6-46|76-5-12|767-7-39|4325-6-10|5732-7-54|5999-6-29|6559-6-44|342092-5-3|11082-5-9|11992-6-9|12678-6-22|13044-6-12|27332-6-3|28868-5-13|31794-6-19|132021-6-2|132021-6-7|132021-6-17|349663-6-29|408980-6-43;0;1;FALSE;145
Age.Months;V;Active.Developers;49606;5;17;4;8,770762e-15;13;14;49606|155|51|3430|5002|8615|12678|13044|16025|16527|18515|34455|46139|46370;3,5-4,0-2,5-3,5;155-6-36|51-6-19|3430-6-11|5002-6-6|8615-4-10|12678-6-1|13044-4-1|16025-6-33|16527-5-3|18515-5-9|34455-5-21|46139-6-33|46370-3-2;0;1;FALSE;146
Age.Months;V;Active.Developers;49606;5;3;4;7,105427e-15;33;32;49606|360|625|1895|3187|3592|4059|4137|4867|4875|5999|7198|8713|8957|9646|9673|10782|15314|19983|23964|25528|40548|46370|71024|132021|132068|139581|292974|339127|348235|350740|408980;1,5-1,0-1,0-2,0;360-6-15|625-6-30|1895-6-3|3187-6-32|3592-6-15|4059-5-12|4137-6-34|4867-5-16|4875-6-1|5999-5-21|7198-5-16|8713-6-24|8957-6-3|9646-6-18|9673-4-7|10782-4-3|15314-6-2|19983-5-8|23964-6-3|25528-5-6|25528-6-7|40548-6-41|46370-5-17|71024-5-7|132021-5-6|132068-5-9|139581-5-13|139581-6-13|292974-4-7|339127-5-13|348235-6-7|350740-5-5|408980-6-41;0;1;FALSE;147
Age.Months;V;Active.Developers;49606;5;1;4;NaN;24;22;49606|51|1895|3352|3584|4590|4875|5950|6491|10822|15309|15549|15707|16493|20605|34455|46139|155830|292974|339127|347856|381685;1,5-0,5-1,5-1,0;51-5-21|51-6-8|1895-6-1|3352-4-2|3584-6-23|4590-6-26|4875-6-19|5950-5-19|6491-6-25|10822-4-4|15309-4-12|15549-6-4|15549-6-19|15707-6-21|16493-5-10|16493-6-10|20605-5-5|34455-6-48|46139-6-7|155830-3-3|292974-6-32|339127-5-5|347856-3-1|381685-5-13;1;1;TRUE;148
Age.Months;V;Active.Developers;49606;5;1;5;Inf;7;8;49606|51|1895|16493|20605|34455|339127|381685;1,5-0,5-1,5-1,0-1,0;51-5-21|1895-6-1|16493-5-10|20605-5-5|34455-6-48|339127-5-5|381685-5-13;0;1;FALSE;149
Age.Months;V;Active.Developers;49606;5;2;5;NaN;4;5;49606|1895|46370|132021|139581;0,5-1,5-1,0-1,0-2,0;1895-6-2|46370-5-16|132021-5-5|139581-6-12;0;1;FALSE;150
Age.Months;V;Active.Developers;49606;5;9;6;2,220446e-16;5;5;49606|5999|342092|27332|132021;2,0-1,5-2,0-1,5-2,0-2,0;5999-6-28|342092-5-2|27332-6-2|132021-6-1|132021-6-6;0;1;FALSE;151
Age.Months;V;Active.Developers;49606;5;7;6;0;6;6;49606|6559|15403|132021|325178|342504;1,5-2,0-2,0-1,5-2,0-1,5;6559-6-4|6559-6-46|15403-5-1|132021-6-4|325178-6-6|342504-5-1;1;1;TRUE;152
Age.Months;V;Active.Developers;49606;5;10;6;1,110223e-16;6;7;49606|342092|11082|11992|27332|132021|349663;1,5-2,0-1,5-2,0-2,0-2,0;342092-5-3|11082-5-9|11992-6-9|27332-6-3|132021-6-17|349663-6-29;0;1;FALSE;153
Age.Months;V;Active.Developers;49606;6;11;4;NaN;198;107;49606|5730|172844|175|5455|38|360|433|51|232|767|1895|3085|3187|3352|3402|3923|4021|4059|4137|4325|4733|4875|4936|5002|5147|5385|5732|6368|6491|6559|7198|7299|7329|8391|8576|8615|8687|342092|8713|8765|9673|10022|10782|10822|11082|11164|11261|11992|12421|12547|12678|13044|13079|13939|14564|14886|15700|16234|16423|16493|16527|17088|19012|19596|19983|20605|22716|23964|25037|25676|27049|27332|27656|28127|28161|28868|31992|34435|34455|5888|10372|40548|41745|43572|48277|81033|82358|84878|89461|89864|116294|132021|155830|301544|308924|322065|307140|325178|347856|347925|349663|350148|350866|371810|373943|428793;0,7071068-1,4142136-1,4142136-1,4142136;49606-4-3|49606-5-12|49606-6-15|49606-6-24|5730-5-1|5730-5-8|5730-6-2|5730-6-9|5730-6-16|5730-6-27|5730-7-3|5730-7-17|5730-7-31|5730-7-54|172844-5-7|172844-6-14|175-6-35|175-6-46|5455-6-14|38-6-10|360-6-1|360-6-57|433-6-18|51-6-35|232-6-9|232-6-52|767-6-12|767-6-19|767-7-24|1895-6-5|3085-6-4|3187-6-21|3352-5-7|3352-5-12|3402-3-1|3402-4-2|3402-5-5|3923-5-2|3923-5-9|3923-6-5|4021-6-22|4059-6-28|4137-6-6|4137-6-21|4325-5-13|4325-6-2|4325-6-51|4733-6-25|4875-6-35|4936-6-14|5002-6-11|5002-6-24|5147-6-2|5385-6-10|5385-6-28|5732-6-8|5732-7-3|5732-7-10|5732-7-16|6368-6-40|6491-6-3|6559-5-21|7198-4-3|7198-5-6|7198-6-1|7198-6-11|7198-6-25|7299-6-21|7329-6-4|8391-5-14|8576-6-52|8615-4-2|8615-4-7|8615-5-4|8615-5-18|8615-5-24|8687-5-12|8687-5-20|342092-5-5|8713-5-15|8713-6-3|8713-6-30|8765-5-22|9673-5-17|10022-6-6|10782-6-36|10782-6-46|10822-6-16|10822-6-27|10822-6-34|11082-5-11|11082-6-18|11082-6-22|11082-6-42|11164-5-11|11164-6-3|11164-6-22|11261-6-6|11261-6-21|11992-6-11|11992-6-23|12421-6-18|12421-6-22|12547-6-9|12678-6-13|12678-6-27|13044-5-17|13079-6-22|13939-4-3|14564-5-14|14564-6-14|14564-6-28|14886-6-20|15700-6-3|15700-6-12|16234-5-15|16423-6-2|16423-6-12|16423-6-26|16423-7-4|16423-7-17|16423-7-23|16493-4-4|16527-6-2|16527-6-26|17088-6-7|19012-5-13|19596-5-9|19983-6-24|20605-4-9|20605-5-12|22716-6-11|23964-6-10|23964-6-25|25037-5-1|25676-6-7|25676-6-20|27049-6-31|27332-6-5|27332-6-24|27656-6-10|28127-5-11|28127-6-32|28127-6-51|28161-6-11|28868-6-12|28868-6-25|28868-6-29|31992-5-3|34435-5-10|34455-6-22|34455-6-29|34455-6-41|5888-6-11|10372-6-11|10372-6-33|40548-6-45|41745-6-18|43572-6-17|48277-5-7|81033-6-19|82358-6-6|84878-5-9|84878-5-13|89461-6-13|89864-5-3|116294-5-1|116294-5-4|116294-5-19|132021-5-9|132021-6-11|132021-6-19|155830-6-36|301544-5-11|308924-6-5|308924-6-24|308924-6-34|322065-5-2|307140-6-31|325178-5-2|325178-6-14|347856-4-1|347856-4-5|347925-4-3|347925-5-5|347925-5-13|347925-5-21|349663-6-3|349663-6-31|350148-6-22|350866-5-11|371810-6-15|373943-4-3|373943-4-7|373943-5-6|373943-5-15|428793-5-3|428793-6-7;1;1;TRUE;154
Age.Months;V;Active.Developers;49606;6;15;4;NaN;197;107;49606|5730|172844|175|5455|38|360|433|51|232|767|1895|3085|3187|3352|3402|3923|4021|4059|4137|4325|4733|4875|4936|5002|5147|5385|5732|6368|6491|6559|7198|7299|7329|8391|8576|8615|8687|342092|8713|8765|9673|10022|10782|10822|11082|11164|11261|11992|12421|12547|12678|13044|13079|13939|14564|14886|15700|16234|16423|16493|16527|17088|19012|19596|19983|20605|22716|23964|25037|25676|27049|27332|27656|28127|28161|28868|31992|34435|34455|5888|10372|40548|41745|43572|48277|81033|82358|84878|89461|89864|116294|132021|155830|301544|308924|322065|307140|325178|347856|347925|349663|350148|350866|371810|373943|428793;0,7071068-1,4142136-1,4142136-1,4142136;49606-4-3|49606-5-12|49606-6-24|5730-5-1|5730-5-8|5730-6-2|5730-6-9|5730-6-16|5730-6-27|5730-7-3|5730-7-17|5730-7-31|5730-7-54|172844-5-7|172844-6-14|175-6-35|175-6-46|5455-6-14|38-6-10|360-6-1|360-6-57|433-6-18|51-6-35|232-6-9|232-6-52|767-6-12|767-6-19|767-7-24|1895-6-5|3085-6-4|3187-6-21|3352-5-7|3352-5-12|3402-3-1|3402-4-2|3402-5-5|3923-5-2|3923-5-9|3923-6-5|4021-6-22|4059-6-28|4137-6-6|4137-6-21|4325-5-13|4325-6-2|4325-6-51|4733-6-25|4875-6-35|4936-6-14|5002-6-11|5002-6-24|5147-6-2|5385-6-10|5385-6-28|5732-6-8|5732-7-3|5732-7-10|5732-7-16|6368-6-40|6491-6-3|6559-5-21|7198-4-3|7198-5-6|7198-6-1|7198-6-11|7198-6-25|7299-6-21|7329-6-4|8391-5-14|8576-6-52|8615-4-2|8615-4-7|8615-5-4|8615-5-18|8615-5-24|8687-5-12|8687-5-20|342092-5-5|8713-5-15|8713-6-3|8713-6-30|8765-5-22|9673-5-17|10022-6-6|10782-6-36|10782-6-46|10822-6-16|10822-6-27|10822-6-34|11082-5-11|11082-6-18|11082-6-22|11082-6-42|11164-5-11|11164-6-3|11164-6-22|11261-6-6|11261-6-21|11992-6-11|11992-6-23|12421-6-18|12421-6-22|12547-6-9|12678-6-13|12678-6-27|13044-5-17|13079-6-22|13939-4-3|14564-5-14|14564-6-14|14564-6-28|14886-6-20|15700-6-3|15700-6-12|16234-5-15|16423-6-2|16423-6-12|16423-6-26|16423-7-4|16423-7-17|16423-7-23|16493-4-4|16527-6-2|16527-6-26|17088-6-7|19012-5-13|19596-5-9|19983-6-24|20605-4-9|20605-5-12|22716-6-11|23964-6-10|23964-6-25|25037-5-1|25676-6-7|25676-6-20|27049-6-31|27332-6-5|27332-6-24|27656-6-10|28127-5-11|28127-6-32|28127-6-51|28161-6-11|28868-6-12|28868-6-25|28868-6-29|31992-5-3|34435-5-10|34455-6-22|34455-6-29|34455-6-41|5888-6-11|10372-6-11|10372-6-33|40548-6-45|41745-6-18|43572-6-17|48277-5-7|81033-6-19|82358-6-6|84878-5-9|84878-5-13|89461-6-13|89864-5-3|116294-5-1|116294-5-4|116294-5-19|132021-5-9|132021-6-11|132021-6-19|155830-6-36|301544-5-11|308924-6-5|308924-6-24|308924-6-34|322065-5-2|307140-6-31|325178-5-2|325178-6-14|347856-4-1|347856-4-5|347925-4-3|347925-5-5|347925-5-13|347925-5-21|349663-6-3|349663-6-31|350148-6-22|350866-5-11|371810-6-15|373943-4-3|373943-4-7|373943-5-6|373943-5-15|428793-5-3|428793-6-7;1;1;TRUE;155
Age.Months;V;Active.Developers;49606;6;24;4;NaN;196;107;49606|5730|172844|175|5455|38|360|433|51|232|767|1895|3085|3187|3352|3402|3923|4021|4059|4137|4325|4733|4875|4936|5002|5147|5385|5732|6368|6491|6559|7198|7299|7329|8391|8576|8615|8687|342092|8713|8765|9673|10022|10782|10822|11082|11164|11261|11992|12421|12547|12678|13044|13079|13939|14564|14886|15700|16234|16423|16493|16527|17088|19012|19596|19983|20605|22716|23964|25037|25676|27049|27332|27656|28127|28161|28868|31992|34435|34455|5888|10372|40548|41745|43572|48277|81033|82358|84878|89461|89864|116294|132021|155830|301544|308924|322065|307140|325178|347856|347925|349663|350148|350866|371810|373943|428793;0,7071068-1,4142136-1,4142136-1,4142136;49606-4-3|49606-5-12|5730-5-1|5730-5-8|5730-6-2|5730-6-9|5730-6-16|5730-6-27|5730-7-3|5730-7-17|5730-7-31|5730-7-54|172844-5-7|172844-6-14|175-6-35|175-6-46|5455-6-14|38-6-10|360-6-1|360-6-57|433-6-18|51-6-35|232-6-9|232-6-52|767-6-12|767-6-19|767-7-24|1895-6-5|3085-6-4|3187-6-21|3352-5-7|3352-5-12|3402-3-1|3402-4-2|3402-5-5|3923-5-2|3923-5-9|3923-6-5|4021-6-22|4059-6-28|4137-6-6|4137-6-21|4325-5-13|4325-6-2|4325-6-51|4733-6-25|4875-6-35|4936-6-14|5002-6-11|5002-6-24|5147-6-2|5385-6-10|5385-6-28|5732-6-8|5732-7-3|5732-7-10|5732-7-16|6368-6-40|6491-6-3|6559-5-21|7198-4-3|7198-5-6|7198-6-1|7198-6-11|7198-6-25|7299-6-21|7329-6-4|8391-5-14|8576-6-52|8615-4-2|8615-4-7|8615-5-4|8615-5-18|8615-5-24|8687-5-12|8687-5-20|342092-5-5|8713-5-15|8713-6-3|8713-6-30|8765-5-22|9673-5-17|10022-6-6|10782-6-36|10782-6-46|10822-6-16|10822-6-27|10822-6-34|11082-5-11|11082-6-18|11082-6-22|11082-6-42|11164-5-11|11164-6-3|11164-6-22|11261-6-6|11261-6-21|11992-6-11|11992-6-23|12421-6-18|12421-6-22|12547-6-9|12678-6-13|12678-6-27|13044-5-17|13079-6-22|13939-4-3|14564-5-14|14564-6-14|14564-6-28|14886-6-20|15700-6-3|15700-6-12|16234-5-15|16423-6-2|16423-6-12|16423-6-26|16423-7-4|16423-7-17|16423-7-23|16493-4-4|16527-6-2|16527-6-26|17088-6-7|19012-5-13|19596-5-9|19983-6-24|20605-4-9|20605-5-12|22716-6-11|23964-6-10|23964-6-25|25037-5-1|25676-6-7|25676-6-20|27049-6-31|27332-6-5|27332-6-24|27656-6-10|28127-5-11|28127-6-32|28127-6-51|28161-6-11|28868-6-12|28868-6-25|28868-6-29|31992-5-3|34435-5-10|34455-6-22|34455-6-29|34455-6-41|5888-6-11|10372-6-11|10372-6-33|40548-6-45|41745-6-18|43572-6-17|48277-5-7|81033-6-19|82358-6-6|84878-5-9|84878-5-13|89461-6-13|89864-5-3|116294-5-1|116294-5-4|116294-5-19|132021-5-9|132021-6-11|132021-6-19|155830-6-36|301544-5-11|308924-6-5|308924-6-24|308924-6-34|322065-5-2|307140-6-31|325178-5-2|325178-6-14|347856-4-1|347856-4-5|347925-4-3|347925-5-5|347925-5-13|347925-5-21|349663-6-3|349663-6-31|350148-6-22|350866-5-11|371810-6-15|373943-4-3|373943-4-7|373943-5-6|373943-5-15|428793-5-3|428793-6-7;1;1;TRUE;156
Age.Months;V;Active.Developers;49606;6;31;4;NaN;66;54;49606|5730|175|38|475|76|625|3927|3402|4137|4325|4411|4733|4875|4936|5002|5385|5999|7198|7299|7329|8576|8615|8687|8713|10782|11082|11992|12547|13044|13079|15309|15314|16025|16423|19596|19983|25037|27332|27656|29402|30763|46139|48544|292974|308442|308924|309336|315771|325178|347925|348235|149338|428793;1,414214-2,121320-2,828427-2,828427;49606-4-2|5730-7-53|175-6-34|38-6-9|475-6-25|76-4-2|625-6-22|3927-6-42|3402-5-4|4137-6-5|4137-6-26|4325-5-26|4411-6-4|4733-5-12|4875-5-17|4875-6-34|4936-6-13|4936-6-34|5002-6-2|5385-6-2|5999-6-9|7198-5-12|7299-6-3|7299-6-9|7329-6-22|8576-6-39|8615-5-3|8687-5-11|8687-5-19|8713-6-18|10782-6-39|10782-6-45|11082-6-41|11992-5-4|12547-6-8|13044-5-6|13079-6-4|13079-6-11|15309-5-26|15314-6-26|16025-6-8|16025-6-14|16423-6-17|16423-7-3|19596-5-8|19596-5-16|19983-5-12|25037-5-5|25037-5-16|27332-6-12|27332-6-23|27656-6-9|29402-6-18|30763-6-14|46139-6-25|48544-5-8|292974-6-18|308442-5-6|308924-6-23|309336-5-7|315771-5-19|325178-6-5|347925-5-12|348235-6-31|149338-6-7|428793-6-34;1;1;TRUE;157
Age.Months;V;Active.Developers;49606;6;8;4;NaN;69;60;49606|584795|585779|38|433|76|51|1895|3352|3592|3923|4325|5002|5385|5732|5999|6869|8765|9630|9646|9673|10022|10505|11164|11187|11615|13044|13939|14564|15403|16493|17088|19012|20605|21585|25528|25676|28127|30763|34455|41745|46370|48277|60399|71024|84878|89461|132021|132068|139581|301544|315771|318015|325178|339127|349024|350148|371810|7903|381685;0,0000000-1,4142136-0,7071068-0,7071068;49606-5-2|584795-4-5|585779-4-5|38-6-25|433-6-29|76-5-1|51-5-22|51-6-29|1895-6-2|1895-6-9|3352-6-15|3592-6-3|3592-6-24|3923-6-20|4325-6-38|4325-6-59|5002-6-8|5385-6-21|5732-6-16|5999-5-10|5999-6-51|6869-6-16|8765-6-48|9630-6-3|9646-6-5|9673-5-23|10022-5-13|10505-6-8|11164-6-29|11187-6-9|11615-6-17|13044-6-6|13939-5-6|14564-6-6|15403-5-23|16493-5-11|17088-5-9|17088-6-3|19012-5-18|20605-5-6|21585-6-23|25528-6-13|25676-6-2|28127-6-12|28127-6-23|30763-5-21|30763-6-28|34455-5-23|34455-6-49|41745-5-5|46370-5-16|48277-5-14|60399-5-19|71024-5-9|84878-5-25|89461-6-16|132021-5-5|132068-5-22|139581-6-12|301544-5-3|315771-4-10|318015-5-2|325178-6-21|339127-5-6|349024-4-10|350148-5-11|371810-6-27|7903-5-10|381685-5-14;1;1;TRUE;158
