"";"seq.id";"seq.type";"pids";"max.loc.diff";"max.ad.diff";"max.lc.diff";"has.dead";"has.alive";"has.mixed";"loc.seq";"ad.seq";"lc.seq"
"90";"5587";"B";"322065";"1093";"1";"7547";"TRUE";"TRUE";"TRUE";"67054|67097|67269|67502|68595|68595|68595|68595|68595|68595|68595|68565|68565|68565|68565|68565|68565|68565|68567|68756|68761|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794";"2|1|1|1|2|1|0|0|0|0|0|1|0|0|0|0|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"1325|49|1428|3075|7559|12|0|0|0|0|0|396|0|0|0|0|0|0|8|219|5|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"91";"5590";"B";"155830|325178";"1093";"1";"7547";"TRUE";"TRUE";"TRUE";"66353|66391|66386|66386|66424|66424|66651|66651|66885|66885|67054|67097|67269|67502|68595|68595|68595|68595|68595|68595|68595|68565|68565|68565|68565|68565|68565|68565|68567|68756|68761|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794";"0|1|1|0|1|0|1|0|1|1|2|1|1|1|2|1|0|0|0|0|0|1|0|0|0|0|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|220|7|0|136|0|227|0|636|2|1325|49|1428|3075|7559|12|0|0|0|0|0|396|0|0|0|0|0|0|8|219|5|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"92";"5690";"B";"360279";"13781";"2";"157853";"TRUE";"TRUE";"TRUE";"343382|348155|342289|345195|358976|360125|364529|364965|367174|365987|371150|374103|387302|387626|387759|387784|388150|388158|390340|390431|390431|390547|390601|390602|390772|392284|393526|394098|392178|392932|393491|393761|393937|393937|393937|393937|395725|399684|400301|400458|407827|407986|407568|407577|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110";"3|3|4|4|3|3|4|3|3|3|3|3|3|3|2|3|2|1|2|3|1|3|2|1|3|3|3|1|2|2|3|1|1|0|0|0|1|3|3|2|3|2|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"21539|40869|85500|41674|23127|2937|27382|6828|20221|8691|34391|7413|158837|984|825|137|860|16|3050|251|30|220|112|3|87186|19700|5166|1140|6212|2902|6527|1906|756|0|0|0|2604|8517|26143|45641|15435|617|14514|35|1471|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"93";"5691";"B";"325178";"7369";"2";"87183";"TRUE";"TRUE";"TRUE";"390601|390602|390772|392284|393526|394098|392178|392932|393491|393761|393937|393937|393937|393937|395725|399684|400301|400458|407827|407986|407568|407577|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110";"2|1|3|3|3|1|2|2|3|1|1|0|0|0|1|3|3|2|3|2|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"112|3|87186|19700|5166|1140|6212|2902|6527|1906|756|0|0|0|2604|8517|26143|45641|15435|617|14514|35|1471|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"94";"5692";"B";"325178";"13199";"2";"157853";"TRUE";"TRUE";"TRUE";"371150|374103|387302|387626|387759|387784|388150|388158|390340|390431|390431|390547|390601|390602|390772|392284|393526|394098|392178|392932|393491|393761|393937|393937|393937|393937|395725|399684|400301|400458|407827|407986|407568|407577|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110|407110";"3|3|3|3|2|3|2|1|2|3|1|3|2|1|3|3|3|1|2|2|3|1|1|0|0|0|1|3|3|2|3|2|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"34391|7413|158837|984|825|137|860|16|3050|251|30|220|112|3|87186|19700|5166|1140|6212|2902|6527|1906|756|0|0|0|2604|8517|26143|45641|15435|617|14514|35|1471|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"95";"5814";"B";"12053";"12097";"3";"37241";"TRUE";"TRUE";"TRUE";"4161|16258|16748|16748|16748|16748|16748|16748|16748|16748|16748|16942|17938|17938|17938|17938|17938|17938|17938|17938|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928";"0|3|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|37241|15422|0|0|0|0|0|0|0|0|340|1032|0|0|0|0|0|0|0|884|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"96";"5815";"B";"12053";"996";"2";"15422";"TRUE";"TRUE";"TRUE";"16748|16748|16748|16748|16748|16748|16748|16748|16748|16942|17938|17938|17938|17938|17938|17938|17938|17938|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928|17928";"2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"15422|0|0|0|0|0|0|0|0|340|1032|0|0|0|0|0|0|0|884|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"97";"6256";"B";"155830";"1404";"2";"11568";"TRUE";"TRUE";"TRUE";"4238|4238|5642|6151|6841|6841|6843|6843|6843|6843|6843|6843|6843|6843|6843|6843|6843|6843|6843|6843|6843|6843|6843|6843|6843|6843|6843";"0|0|2|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|0|11568|1363|3080|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"98";"6275";"B";"12053";"26585";"3";"181558";"TRUE";"TRUE";"TRUE";"383650|357065|360381|361041|361068|361381|362411|362904|370280|372846|374515|375263|376743|379428|380468|380198|387043|386351|387154|392663|395269|397076|397172|397172|398524|404330|404381|404381|404391|404465|405464|425533|443681|450722|450267|450938|452559|452016|452504|452059|452061|452082|452094|452460|469764|472458|471506|490952|494977|498522|504844|508550|509350|509350|522543|533285|533285|533285|533285|532043|532043|532043|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054";"2|3|3|3|1|1|2|4|5|4|4|3|3|4|3|2|2|2|3|4|3|2|1|1|4|3|2|1|1|1|1|4|3|3|4|3|2|4|2|3|1|1|1|1|4|4|1|3|3|2|1|1|2|0|2|2|1|0|0|3|1|0|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"22970|67557|3626|2466|89|315|1512|15457|19334|11008|3043|1798|1960|4869|2300|4570|12423|8692|3427|25255|5224|3013|312|10|5118|14948|2589|4|10|98|999|20775|22052|21887|27743|1931|28597|2461|2642|1563|8|2355|12|370|25460|5640|1244|182802|12261|39809|17148|36702|44434|0|13193|18468|2|0|0|2036|16396|0|659|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"99";"6276";"B";"41745|325178";"20069";"3";"181558";"TRUE";"TRUE";"TRUE";"387043|386351|387154|392663|395269|397076|397172|397172|398524|404330|404381|404381|404391|404465|405464|425533|443681|450722|450267|450938|452559|452016|452504|452059|452061|452082|452094|452460|469764|472458|471506|490952|494977|498522|504844|508550|509350|509350|522543|533285|533285|533285|533285|532043|532043|532043|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054";"2|2|3|4|3|2|1|1|4|3|2|1|1|1|1|4|3|3|4|3|2|4|2|3|1|1|1|1|4|4|1|3|3|2|1|1|2|0|2|2|1|0|0|3|1|0|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"12423|8692|3427|25255|5224|3013|312|10|5118|14948|2589|4|10|98|999|20775|22052|21887|27743|1931|28597|2461|2642|1563|8|2355|12|370|25460|5640|1244|182802|12261|39809|17148|36702|44434|0|13193|18468|2|0|0|2036|16396|0|659|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"100";"6277";"B";"12053";"20069";"3";"181558";"TRUE";"TRUE";"TRUE";"405464|425533|443681|450722|450267|450938|452559|452016|452504|452059|452061|452082|452094|452460|469764|472458|471506|490952|494977|498522|504844|508550|509350|509350|522543|533285|533285|533285|533285|532043|532043|532043|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054";"1|4|3|3|4|3|2|4|2|3|1|1|1|1|4|4|1|3|3|2|1|1|2|0|2|2|1|0|0|3|1|0|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"999|20775|22052|21887|27743|1931|28597|2461|2642|1563|8|2355|12|370|25460|5640|1244|182802|12261|39809|17148|36702|44434|0|13193|18468|2|0|0|2036|16396|0|659|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"101";"6279";"B";"325178";"20069";"3";"181558";"TRUE";"TRUE";"TRUE";"387043|386351|387154|392663|395269|397076|397172|397172|398524|404330|404381|404381|404391|404465|405464|425533|443681|450722|450267|450938|452559|452016|452504|452059|452061|452082|452094|452460|469764|472458|471506|490952|494977|498522|504844|508550|509350|509350|522543|533285|533285|533285|533285|532043|532043|532043|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054";"2|2|3|4|3|2|1|1|4|3|2|1|1|1|1|4|3|3|4|3|2|4|2|3|1|1|1|1|4|4|1|3|3|2|1|1|2|0|2|2|1|0|0|3|1|0|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"12423|8692|3427|25255|5224|3013|312|10|5118|14948|2589|4|10|98|999|20775|22052|21887|27743|1931|28597|2461|2642|1563|8|2355|12|370|25460|5640|1244|182802|12261|39809|17148|36702|44434|0|13193|18468|2|0|0|2036|16396|0|659|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"102";"6282";"B";"41745|307140|325178";"20069";"3";"181558";"TRUE";"TRUE";"TRUE";"387154|392663|395269|397076|397172|397172|398524|404330|404381|404381|404391|404465|405464|425533|443681|450722|450267|450938|452559|452016|452504|452059|452061|452082|452094|452460|469764|472458|471506|490952|494977|498522|504844|508550|509350|509350|522543|533285|533285|533285|533285|532043|532043|532043|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054";"3|4|3|2|1|1|4|3|2|1|1|1|1|4|3|3|4|3|2|4|2|3|1|1|1|1|4|4|1|3|3|2|1|1|2|0|2|2|1|0|0|3|1|0|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"3427|25255|5224|3013|312|10|5118|14948|2589|4|10|98|999|20775|22052|21887|27743|1931|28597|2461|2642|1563|8|2355|12|370|25460|5640|1244|182802|12261|39809|17148|36702|44434|0|13193|18468|2|0|0|2036|16396|0|659|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"103";"6283";"B";"41745|307140|325178";"20069";"3";"181558";"TRUE";"TRUE";"TRUE";"387154|392663|395269|397076|397172|397172|398524|404330|404381|404381|404391|404465|405464|425533|443681|450722|450267|450938|452559|452016|452504|452059|452061|452082|452094|452460|469764|472458|471506|490952|494977|498522|504844|508550|509350|509350|522543|533285|533285|533285|533285|532043|532043|532043|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054|532054";"3|4|3|2|1|1|4|3|2|1|1|1|1|4|3|3|4|3|2|4|2|3|1|1|1|1|4|4|1|3|3|2|1|1|2|0|2|2|1|0|0|3|1|0|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"3427|25255|5224|3013|312|10|5118|14948|2589|4|10|98|999|20775|22052|21887|27743|1931|28597|2461|2642|1563|8|2355|12|370|25460|5640|1244|182802|12261|39809|17148|36702|44434|0|13193|18468|2|0|0|2036|16396|0|659|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"104";"6306";"B";"41745";"41511";"3";"47259";"TRUE";"TRUE";"TRUE";"51581|50659|51216|53041|61741|63632|63866|65634|66188|68133|68152|69016|69078|69251|69122|69123|70079|69801|69801|69835|68905|68905|69413|70651|67558|67558|67667|71044|71081|71093|71139|71174|71496|71537|71656|71816|72035|72424|72813|73356|73055|72799|73080|73223|73344|74351|76022|76024|76051|76061|76064|76106|76118|76118|76118|76398|76398|76409|76409|76409|76474|76474|76474|76474|76474|76485|117996|118038|118055|154399|154445|154445|154445|154445|154445|154445|154445|155438|155444|155559|155756|155776|155776|155776|155776|155776|155776|155859|155860|155860|155872|155872|155872|155872|155872|155872|155872|155872|155872|155872|155884|155480|154905|161563|161667|161667|161667|161697|161697|161697|161697|161697|161697|161697|161697|161697|161697|161697|161697|161697|123705|123678|123678|123678|97250|100448|100786|101142|101142|101142|101142|101142|101142|101146|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290";"3|1|2|2|2|1|2|2|3|1|1|2|1|1|2|1|1|2|0|1|2|0|2|2|1|0|2|2|2|1|1|1|2|2|2|2|2|1|2|2|1|2|2|2|2|3|1|2|1|1|1|1|1|0|0|1|0|1|0|0|1|0|0|0|0|1|1|1|1|1|1|0|0|0|0|0|0|1|1|2|2|1|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|1|2|2|2|2|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|1|1|1|3|3|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"3524|1926|1539|15255|49620|2361|1282|6838|1306|4095|29|22730|164|2945|1289|23|2094|1418|0|48|8036|0|2880|3264|4265|0|249|4351|155|128|3698|137|1472|2555|495|270|541|883|2255|3131|3977|2172|1479|861|213|2087|1733|12|65|18|11|76|22|0|0|430|0|39|0|0|169|0|0|0|0|81|43171|90|307|38158|150|0|0|0|0|0|0|1429|52|275|875|30|0|0|0|0|0|165|9|0|14|0|0|0|0|0|0|0|0|0|32|2244|3147|8506|286|0|0|34|0|0|0|0|0|0|0|0|2|0|0|0|41428|483|0|10|37128|8752|792|2900|0|0|0|0|0|14|294|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"105";"6308";"B";"12547|155830";"41511";"3";"47259";"TRUE";"TRUE";"TRUE";"47727|47931|48363|48369|51581|50659|51216|53041|61741|63632|63866|65634|66188|68133|68152|69016|69078|69251|69122|69123|70079|69801|69801|69835|68905|68905|69413|70651|67558|67558|67667|71044|71081|71093|71139|71174|71496|71537|71656|71816|72035|72424|72813|73356|73055|72799|73080|73223|73344|74351|76022|76024|76051|76061|76064|76106|76118|76118|76118|76398|76398|76409|76409|76409|76474|76474|76474|76474|76474|76485|117996|118038|118055|154399|154445|154445|154445|154445|154445|154445|154445|155438|155444|155559|155756|155776|155776|155776|155776|155776|155776|155859|155860|155860|155872|155872|155872|155872|155872|155872|155872|155872|155872|155872|155884|155480|154905|161563|161667|161667|161667|161697|161697|161697|161697|161697|161697|161697|161697|161697|161697|161697|161697|161697|123705|123678|123678|123678|97250|100448|100786|101142|101142|101142|101142|101142|101142|101146|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290";"2|2|2|1|3|1|2|2|2|1|2|2|3|1|1|2|1|1|2|1|1|2|0|1|2|0|2|2|1|0|2|2|2|1|1|1|2|2|2|2|2|1|2|2|1|2|2|2|2|3|1|2|1|1|1|1|1|0|0|1|0|1|0|0|1|0|0|0|0|1|1|1|1|1|1|0|0|0|0|0|0|1|1|2|2|1|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|1|2|2|2|2|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|1|1|1|3|3|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"5851|282|524|10|3524|1926|1539|15255|49620|2361|1282|6838|1306|4095|29|22730|164|2945|1289|23|2094|1418|0|48|8036|0|2880|3264|4265|0|249|4351|155|128|3698|137|1472|2555|495|270|541|883|2255|3131|3977|2172|1479|861|213|2087|1733|12|65|18|11|76|22|0|0|430|0|39|0|0|169|0|0|0|0|81|43171|90|307|38158|150|0|0|0|0|0|0|1429|52|275|875|30|0|0|0|0|0|165|9|0|14|0|0|0|0|0|0|0|0|0|32|2244|3147|8506|286|0|0|34|0|0|0|0|0|0|0|0|2|0|0|0|41428|483|0|10|37128|8752|792|2900|0|0|0|0|0|14|294|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"106";"6311";"B";"155830";"41511";"3";"43090";"TRUE";"TRUE";"TRUE";"70079|69801|69801|69835|68905|68905|69413|70651|67558|67558|67667|71044|71081|71093|71139|71174|71496|71537|71656|71816|72035|72424|72813|73356|73055|72799|73080|73223|73344|74351|76022|76024|76051|76061|76064|76106|76118|76118|76118|76398|76398|76409|76409|76409|76474|76474|76474|76474|76474|76485|117996|118038|118055|154399|154445|154445|154445|154445|154445|154445|154445|155438|155444|155559|155756|155776|155776|155776|155776|155776|155776|155859|155860|155860|155872|155872|155872|155872|155872|155872|155872|155872|155872|155872|155884|155480|154905|161563|161667|161667|161667|161697|161697|161697|161697|161697|161697|161697|161697|161697|161697|161697|161697|161697|123705|123678|123678|123678|97250|100448|100786|101142|101142|101142|101142|101142|101142|101146|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290|101290";"1|2|0|1|2|0|2|2|1|0|2|2|2|1|1|1|2|2|2|2|2|1|2|2|1|2|2|2|2|3|1|2|1|1|1|1|1|0|0|1|0|1|0|0|1|0|0|0|0|1|1|1|1|1|1|0|0|0|0|0|0|1|1|2|2|1|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|1|2|2|2|2|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|1|1|1|3|3|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"2094|1418|0|48|8036|0|2880|3264|4265|0|249|4351|155|128|3698|137|1472|2555|495|270|541|883|2255|3131|3977|2172|1479|861|213|2087|1733|12|65|18|11|76|22|0|0|430|0|39|0|0|169|0|0|0|0|81|43171|90|307|38158|150|0|0|0|0|0|0|1429|52|275|875|30|0|0|0|0|0|165|9|0|14|0|0|0|0|0|0|0|0|0|32|2244|3147|8506|286|0|0|34|0|0|0|0|0|0|0|0|2|0|0|0|41428|483|0|10|37128|8752|792|2900|0|0|0|0|0|14|294|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"107";"6393";"B";"325178";"260681";"2";"267703";"TRUE";"TRUE";"TRUE";"91180|91963|92638|92638|90555|93831|108198|109374|109536|125019|125982|126859|127124|129318|129400|129121|129332|129555|129683|130209|130258|130284|132502|133245|134474|134888|135019|138069|127357|128811|134298|135438|136024|136055|138625|138842|399523|399523|399521|399537|400091|400437|401096|412283|416882|417083|417675|418858|418858|418872|418872|418872|418872|445422|448362|448588|448748|448761|448761|448724|448722|448722|448729|448835|448860|449249|449314|449423|450894|451516|451536|453738|453738|453738|453738|453738|453749|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758";"0|1|1|0|1|1|1|2|1|1|1|2|1|1|1|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|0|1|1|1|1|1|1|1|1|1|1|0|2|0|0|1|2|3|2|2|1|0|1|1|0|1|1|1|2|1|1|2|2|1|2|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|2061|3605|0|58281|8812|18327|2222|1512|34157|4527|3713|333|30796|132|5697|253|1363|522|1064|59|70|3364|1487|3179|1494|421|3640|11972|8398|7219|2226|2178|5321|20882|459|267703|0|132|296|826|1176|911|12761|8417|311|1684|1941|0|18|0|0|8|26806|3158|562|238|51|0|73|16|0|11|182|67|1291|169|131|1477|698|138|2204|0|0|0|0|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"108";"6394";"B";"322065|325178";"260681";"2";"267703";"TRUE";"TRUE";"TRUE";"90555|93831|108198|109374|109536|125019|125982|126859|127124|129318|129400|129121|129332|129555|129683|130209|130258|130284|132502|133245|134474|134888|135019|138069|127357|128811|134298|135438|136024|136055|138625|138842|399523|399523|399521|399537|400091|400437|401096|412283|416882|417083|417675|418858|418858|418872|418872|418872|418872|445422|448362|448588|448748|448761|448761|448724|448722|448722|448729|448835|448860|449249|449314|449423|450894|451516|451536|453738|453738|453738|453738|453738|453749|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758";"1|1|1|2|1|1|1|2|1|1|1|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|0|1|1|1|1|1|1|1|1|1|1|0|2|0|0|1|2|3|2|2|1|0|1|1|0|1|1|1|2|1|1|2|2|1|2|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"58281|8812|18327|2222|1512|34157|4527|3713|333|30796|132|5697|253|1363|522|1064|59|70|3364|1487|3179|1494|421|3640|11972|8398|7219|2226|2178|5321|20882|459|267703|0|132|296|826|1176|911|12761|8417|311|1684|1941|0|18|0|0|8|26806|3158|562|238|51|0|73|16|0|11|182|67|1291|169|131|1477|698|138|2204|0|0|0|0|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"109";"6636";"B";"325178";"34436";"2";"36912";"TRUE";"TRUE";"TRUE";"21145|21145|21145|21172|39838|39838|39838|39838|39838|54336|88772|88772|88772|88772|97657|97657|97657|97701|97701|86983|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|85726|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658";"2|1|0|1|1|0|0|0|0|2|1|0|0|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"2392|2|0|47|18666|0|0|0|0|15688|36912|0|0|0|9901|0|0|50|0|11306|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4663|13418|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"110";"6637";"B";"325178";"34436";"2";"36912";"TRUE";"TRUE";"TRUE";"13790|14211|14471|14471|14914|15703|15750|15750|15750|15750|15750|15752|16529|19696|19696|19696|19696|19696|20047|20047|21145|21145|21145|21172|39838|39838|39838|39838|39838|54336|88772|88772|88772|88772|97657|97657|97657|97701|97701|86983|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|85726|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658";"1|2|2|0|2|2|1|0|0|0|0|2|2|2|0|0|0|0|1|0|2|1|0|1|1|0|0|0|0|2|1|0|0|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"484|821|524|0|729|1567|231|0|0|0|0|20|1169|3191|0|0|0|0|621|0|2392|2|0|47|18666|0|0|0|0|15688|36912|0|0|0|9901|0|0|50|0|11306|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4663|13418|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"111";"6641";"B";"325178";"11930";"2";"13418";"TRUE";"TRUE";"TRUE";"97657|97657|97657|97701|97701|86983|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|85726|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658";"1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"9901|0|0|50|0|11306|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4663|13418|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"112";"6642";"B";"307140|325178";"34436";"2";"36912";"TRUE";"TRUE";"TRUE";"19696|19696|20047|20047|21145|21145|21145|21172|39838|39838|39838|39838|39838|54336|88772|88772|88772|88772|97657|97657|97657|97701|97701|86983|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|85726|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658";"0|0|1|0|2|1|0|1|1|0|0|0|0|2|1|0|0|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|0|621|0|2392|2|0|47|18666|0|0|0|0|15688|36912|0|0|0|9901|0|0|50|0|11306|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4663|13418|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
